Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
NBA,20250401,Milwaukee Bucks,Phoenix Suns,133,123,Completed,cc1649011ef09ea8183149d19d1c1f3a
NBA,20250401,Atlanta Hawks,Portland Trail Blazers,113,127,Completed,57960820666f2fbb865a1d256183b262
NBA,20250401,New York Knicks,Philadelphia 76ers,105,91,Completed,b22cadd8e7c03b3a3566522dd463dd23
NBA,20250401,Chicago Bulls,Toronto Raptors,137,118,Completed,093b32242d261aa422ff3d00333d45d6
NBA,20250401,San Antonio Spurs,Orlando Magic,105,116,Completed,ad6da0ea5ec8e04fb0e0aa9c2ebb77c6
NBA,20250401,Memphis Grizzlies,Golden State Warriors,125,134,Completed,44ed4bc39c312c90964afe67186e4cf5
NBA,20250401,Denver Nuggets,Minnesota Timberwolves,,,Unknown,8d8e1d6db06df40e8d2e54324c71358b
NCAAB,20250401,Cincinnati Bearcats,DePaul Blue Demons,83,61,Completed,f709a7e0420fe6cf2fc6d881a0e9ea8a
NCAAB,20250401,UCF Knights,Oregon St Beavers,76,75,Completed,ff907b1f7963131b6dc1761147330bd4
NCAAB,20250401,UC Irvine Anteaters,North Texas Mean Green,69,67,Completed,bd70457353838026657847305a59b2fb
NCAAB,20250401,Villanova Wildcats,Colorado Buffaloes,85,64,Completed,528265d9322fc952e1c748883ce7de0e
NCAAB,20250401,USC Trojans,Tulane Green Wave,,,Unknown,0e8def82bd9d1ae68ae14c43b1dbc226
NHL,20250401,Boston Bruins,Washington Capitals,3,4,Completed,98f9a6346c960ec091ed6e09976f2f27
NHL,20250401,Ottawa Senators,Buffalo Sabres,2,5,Completed,172111adb9cee2479a23b899212fc168
NHL,20250401,Columbus Blue Jackets,Nashville Predators,8,4,Completed,a011520d6f318d0d7e9bbcf3ed4687ba
NHL,20250401,Montréal Canadiens,Florida Panthers,3,2,Completed,bf5f3ae9ab7c17861fe7fa7248b16c5e
