Sport,Match Date,Home Team,Away Team,Home Team Odds,Away Team Odds,Bookmaker,Compiled_At
NBA,2025-03-09 13:10:00,Oklahoma City Thunder,Denver Nuggets,1.364,3.25,FanDuel,2025-03-09 05:10:45
NBA,2025-03-09 13:10:00,Oklahoma City Thunder,Denver Nuggets,1.351,3.3,Fanatics,2025-03-09 05:10:45
NBA,2025-03-09 13:10:00,Oklahoma City Thunder,Denver Nuggets,1.328,3.45,DraftKings,2025-03-09 05:10:45
NBA,2025-03-09 13:10:00,Oklahoma City Thunder,Denver Nuggets,1.328,3.4,Caesars,2025-03-09 05:10:45
NBA,2025-03-09 13:10:00,Oklahoma City Thunder,Denver Nuggets,1.328,3.55,BetOnline.ag,2025-03-09 05:10:45
NBA,2025-03-09 13:10:00,Oklahoma City Thunder,Denver Nuggets,1.328,3.55,LowVig.ag,2025-03-09 05:10:45
NBA,2025-03-09 13:10:00,Oklahoma City Thunder,Denver Nuggets,1.377,3.15,BetRivers,2025-03-09 05:10:45
NBA,2025-03-09 13:10:00,Oklahoma City Thunder,Denver Nuggets,1.333,3.4,BetMGM,2025-03-09 05:10:45
NBA,2025-03-09 13:10:00,Oklahoma City Thunder,Denver Nuggets,1.357,3.3,Bovada,2025-03-09 05:10:45
NBA,2025-03-09 15:40:00,Dallas Mavericks,Phoenix Suns,3.45,1.345,BetOnline.ag,2025-03-09 05:10:45
NBA,2025-03-09 15:40:00,Dallas Mavericks,Phoenix Suns,3.45,1.345,LowVig.ag,2025-03-09 05:10:45
NBA,2025-03-09 15:40:00,Dallas Mavericks,Phoenix Suns,3.3,1.351,Fanatics,2025-03-09 05:10:45
NBA,2025-03-09 15:40:00,Dallas Mavericks,Phoenix Suns,3.3,1.357,FanDuel,2025-03-09 05:10:45
NBA,2025-03-09 15:40:00,Dallas Mavericks,Phoenix Suns,3.3,1.351,DraftKings,2025-03-09 05:10:45
NBA,2025-03-09 15:40:00,Dallas Mavericks,Phoenix Suns,3.4,1.328,Caesars,2025-03-09 05:10:45
NBA,2025-03-09 15:40:00,Dallas Mavericks,Phoenix Suns,3.6,1.308,BetMGM,2025-03-09 05:10:45
NBA,2025-03-09 15:40:00,Dallas Mavericks,Phoenix Suns,3.3,1.35,BetRivers,2025-03-09 05:10:45
NBA,2025-03-09 15:40:00,Dallas Mavericks,Phoenix Suns,3.5,1.333,Bovada,2025-03-09 05:10:45
NBA,2025-03-09 19:10:00,New Orleans Pelicans,Memphis Grizzlies,3.85,1.282,FanDuel,2025-03-09 05:10:45
NBA,2025-03-09 19:10:00,New Orleans Pelicans,Memphis Grizzlies,4.0,1.267,Fanatics,2025-03-09 05:10:45
NBA,2025-03-09 19:10:00,New Orleans Pelicans,Memphis Grizzlies,4.0,1.263,DraftKings,2025-03-09 05:10:45
