Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
NBA,20250513,Cleveland Cavaliers,Indiana Pacers,105,114,Completed,c584e30b1f28d1442b0e65d2b74440d9
NBA,20250513,Oklahoma City Thunder,Denver Nuggets,,,Unknown,e2702a54a8a4edb4d21c090b7d79902e
NHL,20250513,Dallas Stars,Winnipeg Jets,3,1,Completed,79f4363732fd9231371ddec90eae7758
Copa Libertadores,20250513,Deportivo Táchira,Central Córdoba,1,2,Completed,af6b809886b998c0526e56b3e78edee2
Copa Libertadores,20250513,Fortaleza-EC,Atlético Bucaramanga,0,0,Completed,c2d406e767845f816aa6aa2eb5bdf076
Copa Libertadores,20250513,Universidad de Chile,Carabobo FC,4,0,Completed,22039cd3e53555d376a4975452812610
Copa Libertadores,20250513,Sporting Cristal,Cerro Porteño,0,1,Completed,88de73ab1d80dc7e05edeca902bce80a
Championship,20250513,Sunderland,Coventry City,1,1,Completed,0ba5cd93acf72aacc14ae8dadf0564b8
Serie B - Italy,20250513,Südtirol,Bari,0,0,Completed,bfff4d009b6122e83356adbc8eccf09e
Serie B - Italy,20250513,Brescia,Reggiana,2,1,Completed,833d2ea7fe593d219fe7263dd2b9155f
Serie B - Italy,20250513,Palermo,Carrarese,1,1,Completed,e209a89780fbfb563b5194dc90b010bf
Serie B - Italy,20250513,Modena,Cesena FC,0,1,Completed,92d9b0d8928b225861b651ccb4f88751
Serie B - Italy,20250513,Cittadella,Salernitana,0,2,Completed,76bec894963f8291b77d899f1f4c183a
Serie B - Italy,20250513,Spezia,Cosenza,3,1,Completed,065117a7a4096a3bb4608d1757de08f7
Serie B - Italy,20250513,Pisa,Cremonese,2,1,Completed,5f0242d39a273228fd96868b6c78e576
Serie B - Italy,20250513,Sassuolo,Frosinone,0,1,Completed,bfeeb3ea1d3de62cb6754151472b6a8e
Serie B - Italy,20250513,Juve Stabia,Sampdoria,0,0,Completed,877e72dbf4d0c5bb591c99a7231a5210
Serie B - Italy,20250513,Mantova,US Catanzaro 1929,0,0,Completed,de1b3d257b33bfd84d6627072d718d0a
La Liga - Spain,20250513,Valladolid,Girona,0,1,Completed,93e33eefbfac1075b828fadb4cc8cb18
La Liga - Spain,20250513,Real Sociedad,Celta Vigo,0,1,Completed,a65c78d0fbeae478ef93ca5ba804d962
La Liga - Spain,20250513,Sevilla,Las Palmas,1,0,Completed,17ad1e28151fe2db7aedba798c40a9b6
Swiss Superleague,20250513,FC Sion,FC St Gallen,1,1,Completed,bcb0890ddcad67fa85465607890e9a21
Swiss Superleague,20250513,FC Zurich,FC Winterthur,4,1,Completed,dc983123d2f7cf2afbd4bf79df93731f
