Sport,Match Date,Home Team,Away Team,Home Team Odds,Away Team Odds,Bookmaker,Compiled_At
Basketball Euroleague,2025-03-26 13:30:00,Anadolu Efes,Saski Baskonia,1.253,4.1,DraftKings,2025-03-25 23:33:40
Basketball Euroleague,2025-03-26 13:30:00,Anadolu Efes,Saski Baskonia,1.25,4.0,Bovada,2025-03-25 23:33:40
Basketball Euroleague,2025-03-26 13:30:00,Anadolu Efes,Saski Baskonia,1.25,4.2,BetOnline.ag,2025-03-25 23:33:40
Basketball Euroleague,2025-03-26 13:30:00,Anadolu Efes,Saski Baskonia,1.25,4.2,LowVig.ag,2025-03-25 23:33:40
Basketball Euroleague,2025-03-26 13:30:00,Anadolu Efes,Saski Baskonia,1.254,3.49,BetUS,2025-03-25 23:33:40
Basketball Euroleague,2025-03-26 15:00:00,KK Crvena zvezda,Virtus Segafredo Bologna,1.206,4.7,DraftKings,2025-03-25 23:33:40
Basketball Euroleague,2025-03-26 15:00:00,KK Crvena zvezda,Virtus Segafredo Bologna,1.2,4.75,Bovada,2025-03-25 23:33:40
Basketball Euroleague,2025-03-26 15:00:00,KK Crvena zvezda,Virtus Segafredo Bologna,1.238,4.4,LowVig.ag,2025-03-25 23:33:40
Basketball Euroleague,2025-03-26 15:00:00,KK Crvena zvezda,Virtus Segafredo Bologna,1.238,4.4,BetOnline.ag,2025-03-25 23:33:40
Basketball Euroleague,2025-03-26 15:00:00,KK Crvena zvezda,Virtus Segafredo Bologna,1.215,3.85,BetUS,2025-03-25 23:33:40
Basketball Euroleague,2025-03-26 15:05:00,Maccabi Tel Aviv,Panathinaikos,3.3,1.351,DraftKings,2025-03-25 23:33:40
Basketball Euroleague,2025-03-26 15:05:00,Maccabi Tel Aviv,Panathinaikos,3.25,1.351,Bovada,2025-03-25 23:33:40
Basketball Euroleague,2025-03-26 15:05:00,Maccabi Tel Aviv,Panathinaikos,3.2,1.385,LowVig.ag,2025-03-25 23:33:40
Basketball Euroleague,2025-03-26 15:05:00,Maccabi Tel Aviv,Panathinaikos,3.2,1.385,BetOnline.ag,2025-03-25 23:33:40
Basketball Euroleague,2025-03-26 15:05:00,Maccabi Tel Aviv,Panathinaikos,2.92,1.361,BetUS,2025-03-25 23:33:40
NBA,2025-03-26 19:00:00,Philadelphia 76ers,Washington Wizards,1.676,2.24,DraftKings,2025-03-25 23:33:40
NBA,2025-03-26 19:00:00,Philadelphia 76ers,Washington Wizards,1.69,2.2,Fanatics,2025-03-25 23:33:40
NBA,2025-03-26 19:00:00,Philadelphia 76ers,Washington Wizards,1.658,2.23,MyBookie.ag,2025-03-25 23:33:40
NBA,2025-03-26 19:00:00,Philadelphia 76ers,Washington Wizards,1.685,2.24,FanDuel,2025-03-25 23:33:40
NBA,2025-03-26 19:00:00,Philadelphia 76ers,Washington Wizards,1.667,2.3,BetOnline.ag,2025-03-25 23:33:40
NBA,2025-03-26 19:00:00,Philadelphia 76ers,Washington Wizards,1.667,2.3,LowVig.ag,2025-03-25 23:33:40
NBA,2025-03-26 19:00:00,Philadelphia 76ers,Washington Wizards,1.667,2.25,BetMGM,2025-03-25 23:33:40
NBA,2025-03-26 19:00:00,Philadelphia 76ers,Washington Wizards,1.676,2.23,BetRivers,2025-03-25 23:33:40
NBA,2025-03-26 19:00:00,Philadelphia 76ers,Washington Wizards,1.667,2.3,Bovada,2025-03-25 23:33:40
NBA,2025-03-26 19:30:00,Brooklyn Nets,Toronto Raptors,1.833,2.0,DraftKings,2025-03-25 23:33:40
NBA,2025-03-26 19:30:00,Brooklyn Nets,Toronto Raptors,1.833,2.0,Fanatics,2025-03-25 23:33:40
NBA,2025-03-26 19:30:00,Brooklyn Nets,Toronto Raptors,1.82,2.0,MyBookie.ag,2025-03-25 23:33:40
NBA,2025-03-26 19:30:00,Brooklyn Nets,Toronto Raptors,1.794,2.08,FanDuel,2025-03-25 23:33:40
NBA,2025-03-26 19:30:00,Brooklyn Nets,Toronto Raptors,1.833,2.0,LowVig.ag,2025-03-25 23:33:40
NBA,2025-03-26 19:30:00,Brooklyn Nets,Toronto Raptors,1.833,2.0,BetOnline.ag,2025-03-25 23:33:40
NBA,2025-03-26 19:30:00,Brooklyn Nets,Toronto Raptors,1.833,2.0,BetMGM,2025-03-25 23:33:40
NBA,2025-03-26 19:30:00,Brooklyn Nets,Toronto Raptors,1.8,2.05,BetRivers,2025-03-25 23:33:40
NBA,2025-03-26 19:30:00,Brooklyn Nets,Toronto Raptors,1.833,2.0,Bovada,2025-03-25 23:33:40
NBA,2025-03-26 19:30:00,New York Knicks,Los Angeles Clippers,2.2,1.704,DraftKings,2025-03-25 23:33:40
NBA,2025-03-26 19:30:00,New York Knicks,Los Angeles Clippers,2.15,1.714,Fanatics,2025-03-25 23:33:40
NBA,2025-03-26 19:30:00,New York Knicks,Los Angeles Clippers,2.14,1.709,MyBookie.ag,2025-03-25 23:33:40
NBA,2025-03-26 19:30:00,New York Knicks,Los Angeles Clippers,2.26,1.676,FanDuel,2025-03-25 23:33:40
