Sport,Match Date,Home Team,Away Team,Home Team Odds,Away Team Odds,Bookmaker,Compiled_At
NBA,2025-02-13 20:00:00,New Orleans Pelicans,Sacramento Kings,2.98,1.417,FanDuel,2025-02-13 05:13:03
NBA,2025-02-13 20:00:00,New Orleans Pelicans,Sacramento Kings,3.04,1.391,MyBookie.ag,2025-02-13 05:13:03
NBA,2025-02-13 20:00:00,New Orleans Pelicans,Sacramento Kings,3.05,1.4,DraftKings,2025-02-13 05:13:03
NBA,2025-02-13 20:00:00,New Orleans Pelicans,Sacramento Kings,3.1,1.385,Fanatics,2025-02-13 05:13:03
NBA,2025-02-13 20:00:00,New Orleans Pelicans,Sacramento Kings,3.1,1.385,Caesars,2025-02-13 05:13:03
NBA,2025-02-13 20:00:00,New Orleans Pelicans,Sacramento Kings,3.1,1.4,LowVig.ag,2025-02-13 05:13:03
NBA,2025-02-13 20:00:00,New Orleans Pelicans,Sacramento Kings,3.1,1.4,BetOnline.ag,2025-02-13 05:13:03
NBA,2025-02-13 20:00:00,New Orleans Pelicans,Sacramento Kings,2.95,1.417,BetRivers,2025-02-13 05:13:03
NBA,2025-02-13 20:00:00,New Orleans Pelicans,Sacramento Kings,3.0,1.4,BetMGM,2025-02-13 05:13:03
NBA,2025-02-13 20:00:00,New Orleans Pelicans,Sacramento Kings,3.4,1.345,Bovada,2025-02-13 05:13:03
NBA,2025-02-13 20:10:00,Houston Rockets,Golden State Warriors,1.758,2.12,FanDuel,2025-02-13 05:13:03
NBA,2025-02-13 20:10:00,Houston Rockets,Golden State Warriors,1.8,2.05,Fanatics,2025-02-13 05:13:03
NBA,2025-02-13 20:10:00,Houston Rockets,Golden State Warriors,1.8,2.05,DraftKings,2025-02-13 05:13:03
NBA,2025-02-13 20:10:00,Houston Rockets,Golden State Warriors,1.8,2.05,Caesars,2025-02-13 05:13:03
NBA,2025-02-13 20:10:00,Houston Rockets,Golden State Warriors,1.826,2.02,BetRivers,2025-02-13 05:13:03
NBA,2025-02-13 20:40:00,Dallas Mavericks,Miami Heat,2.1,1.769,FanDuel,2025-02-13 05:13:03
NBA,2025-02-13 20:40:00,Dallas Mavericks,Miami Heat,2.05,1.8,Fanatics,2025-02-13 05:13:03
NBA,2025-02-13 20:40:00,Dallas Mavericks,Miami Heat,2.02,1.8,MyBookie.ag,2025-02-13 05:13:03
NBA,2025-02-13 20:40:00,Dallas Mavericks,Miami Heat,2.05,1.8,DraftKings,2025-02-13 05:13:03
NBA,2025-02-13 20:40:00,Dallas Mavericks,Miami Heat,2.05,1.8,Caesars,2025-02-13 05:13:03
NBA,2025-02-13 20:40:00,Dallas Mavericks,Miami Heat,2.08,1.775,BetRivers,2025-02-13 05:13:03
NBA,2025-02-13 20:40:00,Minnesota Timberwolves,Oklahoma City Thunder,3.0,1.408,FanDuel,2025-02-13 05:13:03
NBA,2025-02-13 20:40:00,Minnesota Timberwolves,Oklahoma City Thunder,2.9,1.417,Fanatics,2025-02-13 05:13:03
NBA,2025-02-13 20:40:00,Minnesota Timberwolves,Oklahoma City Thunder,2.87,1.429,MyBookie.ag,2025-02-13 05:13:03
NBA,2025-02-13 20:40:00,Minnesota Timberwolves,Oklahoma City Thunder,2.9,1.435,DraftKings,2025-02-13 05:13:03
NBA,2025-02-13 20:40:00,Minnesota Timberwolves,Oklahoma City Thunder,2.85,1.444,Caesars,2025-02-13 05:13:03
NBA,2025-02-13 20:40:00,Minnesota Timberwolves,Oklahoma City Thunder,2.95,1.444,BetOnline.ag,2025-02-13 05:13:03
NBA,2025-02-13 20:40:00,Minnesota Timberwolves,Oklahoma City Thunder,2.95,1.444,LowVig.ag,2025-02-13 05:13:03
NBA,2025-02-13 20:40:00,Minnesota Timberwolves,Oklahoma City Thunder,2.9,1.426,BetRivers,2025-02-13 05:13:03
NBA,2025-02-13 20:40:00,Minnesota Timberwolves,Oklahoma City Thunder,2.85,1.444,BetMGM,2025-02-13 05:13:03
NBA,2025-02-13 20:40:00,Minnesota Timberwolves,Oklahoma City Thunder,3.05,1.408,Bovada,2025-02-13 05:13:03
NBA,2025-02-13 21:10:00,Utah Jazz,Los Angeles Clippers,3.3,1.357,FanDuel,2025-02-13 05:13:03
NBA,2025-02-13 21:10:00,Utah Jazz,Los Angeles Clippers,3.5,1.308,Fanatics,2025-02-13 05:13:03
NBA,2025-02-13 21:10:00,Utah Jazz,Los Angeles Clippers,3.42,1.319,MyBookie.ag,2025-02-13 05:13:03
NBA,2025-02-13 21:10:00,Utah Jazz,Los Angeles Clippers,3.5,1.323,DraftKings,2025-02-13 05:13:03
NBA,2025-02-13 21:10:00,Utah Jazz,Los Angeles Clippers,3.5,1.312,Caesars,2025-02-13 05:13:03
NBA,2025-02-13 21:10:00,Utah Jazz,Los Angeles Clippers,3.25,1.36,BetRivers,2025-02-13 05:13:03
NBL,2025-02-13 03:30:00,Sydney Kings,Adelaide 36ers,2.23,1.645,BetRivers,2025-02-13 05:13:03
NCAAB,2025-02-13 06:30:00,Bellarmine Knights,Queens University Royals,3.1,1.377,FanDuel,2025-02-13 05:13:03
NCAAB,2025-02-13 06:30:00,Bellarmine Knights,Queens University Royals,3.1,1.388,DraftKings,2025-02-13 05:13:03
NCAAB,2025-02-13 17:00:00,UT-Arlington Mavericks,Cal Baptist Lancers,2.0,1.833,FanDuel,2025-02-13 05:13:03
NCAAB,2025-02-13 17:00:00,UT-Arlington Mavericks,Cal Baptist Lancers,2.02,1.8,MyBookie.ag,2025-02-13 05:13:03
NCAAB,2025-02-13 17:00:00,UT-Arlington Mavericks,Cal Baptist Lancers,2.05,1.8,DraftKings,2025-02-13 05:13:03
NCAAB,2025-02-13 17:00:00,UT-Arlington Mavericks,Cal Baptist Lancers,2.05,1.8,BetMGM,2025-02-13 05:13:03
NCAAB,2025-02-13 17:00:00,UT-Arlington Mavericks,Cal Baptist Lancers,2.1,1.746,BetRivers,2025-02-13 05:13:03
NCAAB,2025-02-13 17:00:00,UT-Arlington Mavericks,Cal Baptist Lancers,2.05,1.8,Caesars,2025-02-13 05:13:03
NCAAB,2025-02-13 17:00:00,Stony Brook Seawolves,Monmouth Hawks,2.12,1.746,FanDuel,2025-02-13 05:13:03
NCAAB,2025-02-13 17:00:00,Stony Brook Seawolves,Monmouth Hawks,2.16,1.699,MyBookie.ag,2025-02-13 05:13:03
NCAAB,2025-02-13 17:00:00,Stony Brook Seawolves,Monmouth Hawks,2.2,1.704,DraftKings,2025-02-13 05:13:03
NCAAB,2025-02-13 17:00:00,Stony Brook Seawolves,Monmouth Hawks,2.2,1.69,BetMGM,2025-02-13 05:13:03
NCAAB,2025-02-13 17:00:00,Stony Brook Seawolves,Monmouth Hawks,2.18,1.699,BetRivers,2025-02-13 05:13:03
NCAAB,2025-02-13 17:00:00,Stony Brook Seawolves,Monmouth Hawks,2.18,1.714,Caesars,2025-02-13 05:13:03
NCAAB,2025-02-13 18:00:00,UMass Lowell River Hawks,Albany Great Danes,1.4,3.02,FanDuel,2025-02-13 05:13:03
NCAAB,2025-02-13 18:00:00,UMass Lowell River Hawks,Albany Great Danes,1.408,2.95,BetRivers,2025-02-13 05:13:03
NCAAB,2025-02-13 18:00:00,UMass Lowell River Hawks,Albany Great Danes,1.435,2.9,DraftKings,2025-02-13 05:13:03
NCAAB,2025-02-13 18:00:00,UMass Lowell River Hawks,Albany Great Danes,1.426,2.95,BetMGM,2025-02-13 05:13:03
NCAAB,2025-02-13 18:00:00,UMBC Retrievers,Binghamton Bearcats,1.61,2.36,FanDuel,2025-02-13 05:13:03
NCAAB,2025-02-13 18:00:00,UMBC Retrievers,Binghamton Bearcats,1.51,2.52,MyBookie.ag,2025-02-13 05:13:03
NCAAB,2025-02-13 18:00:00,UMBC Retrievers,Binghamton Bearcats,1.606,2.35,BetRivers,2025-02-13 05:13:03
NCAAB,2025-02-13 18:00:00,UMBC Retrievers,Binghamton Bearcats,1.541,2.54,DraftKings,2025-02-13 05:13:03
NCAAB,2025-02-13 18:00:00,Bryant Bulldogs,NJIT Highlanders,1.04,12.0,FanDuel,2025-02-13 05:13:03
NCAAB,2025-02-13 18:00:00,Bryant Bulldogs,NJIT Highlanders,1.033,8.0,MyBookie.ag,2025-02-13 05:13:03
NCAAB,2025-02-13 18:00:00,Bryant Bulldogs,NJIT Highlanders,1.061,10.5,DraftKings,2025-02-13 05:13:03
NCAAB,2025-02-13 18:00:00,Bryant Bulldogs,NJIT Highlanders,1.05,10.5,BetMGM,2025-02-13 05:13:03
NCAAB,2025-02-13 19:00:00,Coastal Carolina Chanticleers,Appalachian St Mountaineers,3.5,1.317,FanDuel,2025-02-13 05:13:03
NCAAB,2025-02-13 19:00:00,Coastal Carolina Chanticleers,Appalachian St Mountaineers,3.53,1.29,MyBookie.ag,2025-02-13 05:13:03
