Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
AFL,20250717,Essendon Bombers,Greater Western Sydney Giants,,,Unknown,2272b270eac0463654ffb27cf5e66eca
MMA,20250717,O'Shay Jordan,Sean Rose,,,Unknown,b9dada05722cf559f4473a1b220dceb5
NRL,20250717,Dolphins,North Queensland Cowboys,,,Unknown,db3bcf71cc19de572ea40a3c417bc38d
