Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
Primera División - Argentina,20250714,Deportivo Riestra,Lanus,,,Unknown,dc798e3c590e320163439e3772a8d17c
Primera División - Argentina,20250714,Banfield,Defensa y Justicia,,,Unknown,deaa8b9d243d80d40959b5234a2bf14c
Primera División - Argentina,20250714,Velez Sarsfield BA,CA Tigre BA,,,Unknown,811baed742d822b2c4ef6952cd08c36b
Primera División - Argentina,20250714,Union Santa Fe,Estudiantes,,,Unknown,0a93b20da2480ca0518fc3cc65ae85d1
