Sport,Match Date,Home Team,Away Team,Home Team Odds,Away Team Odds,Bookmaker,Draw Odds,Compiled_At
AFL,2025-05-22 05:30:00,Geelong Cats,Western Bulldogs,1.8,2.0,DraftKings,,2025-05-21 23:45:06
AFL,2025-05-22 05:30:00,Geelong Cats,Western Bulldogs,1.8,1.952,Bovada,,2025-05-21 23:45:06
AFL,2025-05-22 05:30:00,Geelong Cats,Western Bulldogs,1.8,1.952,BetUS,,2025-05-21 23:45:06
NBA,2025-05-22 20:40:00,Oklahoma City Thunder,Minnesota Timberwolves,1.308,3.6,DraftKings,,2025-05-21 23:45:06
NBA,2025-05-22 20:40:00,Oklahoma City Thunder,Minnesota Timberwolves,1.312,3.6,FanDuel,,2025-05-21 23:45:06
NBA,2025-05-22 20:40:00,Oklahoma City Thunder,Minnesota Timberwolves,1.333,3.4,BetMGM,,2025-05-21 23:45:06
NBA,2025-05-22 20:40:00,Oklahoma City Thunder,Minnesota Timberwolves,1.333,3.4,Fanatics,,2025-05-21 23:45:06
NBA,2025-05-22 20:40:00,Oklahoma City Thunder,Minnesota Timberwolves,1.355,3.37,LowVig.ag,,2025-05-21 23:45:06
NBA,2025-05-22 20:40:00,Oklahoma City Thunder,Minnesota Timberwolves,1.351,3.34,BetOnline.ag,,2025-05-21 23:45:06
NBA,2025-05-22 20:40:00,Oklahoma City Thunder,Minnesota Timberwolves,1.308,3.54,MyBookie.ag,,2025-05-21 23:45:06
NBA,2025-05-22 20:40:00,Oklahoma City Thunder,Minnesota Timberwolves,1.345,3.4,Bovada,,2025-05-21 23:45:06
NBA,2025-05-22 20:40:00,Oklahoma City Thunder,Minnesota Timberwolves,1.317,3.55,BetRivers,,2025-05-21 23:45:06
NBA,2025-05-22 20:40:00,Oklahoma City Thunder,Minnesota Timberwolves,1.351,3.38,BetUS,,2025-05-21 23:45:06
Boxing,2025-05-22 18:00:00,Ricardo Ruvalcaba,Luis Alberto Veron,1.04,10.5,DraftKings,,2025-05-21 23:45:06
Boxing,2025-05-22 18:00:00,Ricardo Ruvalcaba,Luis Alberto Veron,1.036,12.0,Bovada,,2025-05-21 23:45:06
Boxing,2025-05-22 18:00:00,Ricardo Ruvalcaba,Luis Alberto Veron,1.04,10.0,BetUS,,2025-05-21 23:45:06
Boxing,2025-05-22 18:00:00,Ricardo Ruvalcaba,Luis Alberto Veron,1.01,19.0,BetOnline.ag,,2025-05-21 23:45:06
Boxing,2025-05-22 18:00:00,Ricardo Ruvalcaba,Luis Alberto Veron,1.01,19.0,LowVig.ag,,2025-05-21 23:45:06
Test Matches,2025-05-22 06:00:00,England,Zimbabwe,1.143,23.0,DraftKings,,2025-05-21 23:45:06
Test Matches,2025-05-22 06:00:00,England,Zimbabwe,1.13,26.0,BetRivers,,2025-05-21 23:45:06
NHL,2025-05-22 20:10:00,Carolina Hurricanes,Florida Panthers,1.769,2.1,DraftKings,,2025-05-21 23:45:06
NHL,2025-05-22 20:10:00,Carolina Hurricanes,Florida Panthers,1.769,2.1,BetMGM,,2025-05-21 23:45:06
NHL,2025-05-22 20:10:00,Carolina Hurricanes,Florida Panthers,1.8,2.04,BetRivers,,2025-05-21 23:45:06
NHL,2025-05-22 20:10:00,Carolina Hurricanes,Florida Panthers,1.775,2.15,BetOnline.ag,,2025-05-21 23:45:06
