Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
AFL,20250424,Melbourne Demons,Richmond Tigers,83,63,Completed,2ead0e21e320d48390ff3f20ed2962e4
Basketball Euroleague,20250424,Fenerbahce SK,Paris Basketball,89,72,Completed,de77f4600056013f5a2c62ce94ec7136
Basketball Euroleague,20250424,Panathinaikos,Anadolu Efes,76,79,Completed,7081bfd0c3059b168e08810a23d5f6a4
NBA,20250424,Detroit Pistons,New York Knicks,116,118,Completed,3bc5054ad4bc0f2c50cd87a3fcb8cd45
NBA,20250424,Memphis Grizzlies,Oklahoma City Thunder,,,Unknown,f39fff52133794a10c16ba61d2c0eeda
NBA,20250424,Los Angeles Clippers,Denver Nuggets,,,Unknown,19aca5a6e1fa8b1aa68505d3f1d75b37
NBA,20250424,Detroit Pistons,New York Knicks,,,Unknown,97c436574586a603abfb5d3d649633a6
NHL,20250424,Tampa Bay Lightning,Florida Panthers,0,2,Completed,cce086ed584d6c104d05ac10ada69537
NHL,20250424,Ottawa Senators,Toronto Maple Leafs,2,3,Completed,9b9c40dc38b03871eae7a47794ccc8ef
NHL,20250424,Minnesota Wild,Vegas Golden Knights,,,Unknown,80dfc3485a65c542a8dddf61cfa76d19
NHL,20250424,St Louis Blues,Winnipeg Jets,,,Unknown,90e205638f1ea0d116987dc35ff3384a
NHL,20250424,Ottawa Senators,Toronto Maple Leafs,,,Unknown,22d005b422985895281779e092607284
NRL,20250424,Brisbane Broncos,Canterbury Bulldogs,42,18,Completed,eb4984920c601af486c19870916269ec
Belgium First Div,20250424,Club Brugge,Union Saint-Gilloise,0,1,Completed,665ab51fe2ae6010dde007184ad7ef18
Copa Libertadores,20250424,Central Córdoba,Deportivo Táchira,2,1,Completed,5e0be8482e44d8f5019b5ecedefab3cb
Copa Libertadores,20250424,Club Bolívar,Palmeiras-SP,2,3,Completed,a2b813687a0abfede06d32815f32c253
Copa Libertadores,20250424,Bahia,Atlético Nacional S.A,1,0,Completed,822baaeb11fefb3a859b5545fb615617
Copa Libertadores,20250424,Cerro Porteño,Sporting Cristal,2,2,Completed,e5f52c3535d21b1fde02bb94f777a038
League 1,20250424,Stevenage,Birmingham City,0,1,Completed,0e6e1fdae77dc0861f3feddfa9f62fdd
Dutch Eredivisie,20250424,AZ Alkmaar,NAC Breda,1,1,Completed,53f3a593fd22a1cbb695271f3e8746a0
Dutch Eredivisie,20250424,FC Twente Enschede,PSV Eindhoven,1,3,Completed,7dc92da5a7af07bbd2d9e9df19667cee
La Liga - Spain,20250424,CA Osasuna,Sevilla,1,0,Completed,258bdecbcb5749d69b63908218660539
La Liga - Spain,20250424,Leganés,Girona,1,1,Completed,faad80508264f44cf026bdaf495e6737
La Liga - Spain,20250424,Real Betis,Valladolid,5,1,Completed,3ec214e716a57b5fbc33f686a2c8804a
La Liga - Spain,20250424,Atlético Madrid,Rayo Vallecano,3,0,Completed,fd0969f6697b12d21c0c51dd087e3b10
