Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
AFL,20250622,Western Bulldogs,Richmond Tigers,,,Unknown,e7659be55fda2a1041e1dfcec1198892
NBA,20250622,Oklahoma City Thunder,Indiana Pacers,,,Unknown,23f0d7b9d3eacb4b0693e473d178d46b
Test Matches,20250622,England,India,,,Unknown,d544aaa5a87b867dd42226f706062d2d
NRL,20250622,Brisbane Broncos,Cronulla Sutherland Sharks,,,Unknown,866999914eced35c88983065b4482720
NRL,20250622,Sydney Roosters,North Queensland Cowboys,,,Unknown,89436696a994501cd050c0e39c38cb62
NRL,20250622,Parramatta Eels,Gold Coast Titans,,,Unknown,27fcb5282bd0b7c47146c07005263bae
Serie B - Italy,20250622,Salernitana,Sampdoria,,,Unknown,1f128259b8beccd1058058ef07df226d
