Sport,Match Date,Home Team,Away Team,Home Team Odds,Away Team Odds,Bookmaker,Draw Odds,Compiled_At
AFL,2025-05-25 01:20:00,Melbourne Demons,Sydney Swans,1.952,1.833,DraftKings,,2025-05-24 23:50:38
AFL,2025-05-25 01:20:00,Melbourne Demons,Sydney Swans,1.87,1.87,Bovada,,2025-05-24 23:50:38
AFL,2025-05-25 02:40:00,St Kilda Saints,Gold Coast Suns,2.5,1.526,DraftKings,,2025-05-24 23:50:38
AFL,2025-05-25 02:40:00,St Kilda Saints,Gold Coast Suns,2.65,1.455,Bovada,,2025-05-24 23:50:38
AFL,2025-05-25 02:40:00,St Kilda Saints,Gold Coast Suns,2.6,1.526,BetUS,,2025-05-24 23:50:38
Basketball Euroleague,2025-05-25 10:00:00,Olympiacos,Panathinaikos,1.87,1.952,DraftKings,,2025-05-24 23:50:38
Basketball Euroleague,2025-05-25 10:00:00,Olympiacos,Panathinaikos,1.833,2.0,Bovada,,2025-05-24 23:50:38
Basketball Euroleague,2025-05-25 10:00:00,Olympiacos,Panathinaikos,1.833,2.0,BetOnline.ag,,2025-05-24 23:50:38
Basketball Euroleague,2025-05-25 10:00:00,Olympiacos,Panathinaikos,1.833,2.0,LowVig.ag,,2025-05-24 23:50:38
Basketball Euroleague,2025-05-25 13:00:00,AS Monaco,Fenerbahce SK,2.02,1.82,DraftKings,,2025-05-24 23:50:38
Basketball Euroleague,2025-05-25 13:00:00,AS Monaco,Fenerbahce SK,2.0,1.833,Bovada,,2025-05-24 23:50:38
Basketball Euroleague,2025-05-25 13:00:00,AS Monaco,Fenerbahce SK,2.0,1.833,BetOnline.ag,,2025-05-24 23:50:38
Basketball Euroleague,2025-05-25 13:00:00,AS Monaco,Fenerbahce SK,2.0,1.833,LowVig.ag,,2025-05-24 23:50:38
NBA,2025-05-25 20:05:00,Indiana Pacers,New York Knicks,1.741,2.14,DraftKings,,2025-05-24 23:50:38
NBA,2025-05-25 20:05:00,Indiana Pacers,New York Knicks,1.714,2.15,Fanatics,,2025-05-24 23:50:38
NBA,2025-05-25 20:05:00,Indiana Pacers,New York Knicks,1.758,2.12,FanDuel,,2025-05-24 23:50:38
NBA,2025-05-25 20:05:00,Indiana Pacers,New York Knicks,1.741,2.1,BetMGM,,2025-05-24 23:50:38
NBA,2025-05-25 20:05:00,Indiana Pacers,New York Knicks,1.746,2.12,BetRivers,,2025-05-24 23:50:38
NBA,2025-05-25 20:05:00,Indiana Pacers,New York Knicks,1.741,2.15,Caesars,,2025-05-24 23:50:38
