Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
AFL,20250426,Port Adelaide Power,North Melbourne Kangaroos,97,88,Completed,10087e2d6baaa1fc96da583fcb07e986
AFL,20250426,Greater Western Sydney Giants,Western Bulldogs,81,113,Completed,1a127e296ff6df3f28af46722134e9af
AFL,20250426,Gold Coast Suns,Sydney Swans,,,Unknown,15239dc07e93128fe49f46e5bb8ee464
NBA,20250426,Miami Heat,Cleveland Cavaliers,87,124,Completed,5ed30106dccf7db288641b620e248242
NBA,20250426,Memphis Grizzlies,Oklahoma City Thunder,115,117,Completed,c1f70941e477df98e94d9c55421d7b71
NBA,20250426,Los Angeles Clippers,Denver Nuggets,99,101,Completed,b6d5576873db12b6da0e7f6062b3e71d
NBA,20250426,Golden State Warriors,Houston Rockets,104,93,Completed,64727ecb83898fd5fa4ba086945dd594
NBA,20250426,Miami Heat,Cleveland Cavaliers,,,Unknown,32d285715ef87d49b04641e1d07538fd
NBA,20250426,Golden State Warriors,Houston Rockets,,,Unknown,a8e5f48bdd920b6bcabd4414b6260f9e
NHL,20250426,Florida Panthers,Tampa Bay Lightning,1,5,Completed,62a999f7e62c678819c9cb38425eac48
NHL,20250426,Minnesota Wild,Vegas Golden Knights,3,4,Completed,b0ac42468ff0e199b16d90561fbe119d
NHL,20250426,Ottawa Senators,Toronto Maple Leafs,4,3,Completed,22d005b422985895281779e092607284
NHL,20250426,Colorado Avalanche,Dallas Stars,,,Unknown,6de534a5a4fbc7c84959f6c9f9400e2c
NHL,20250426,Florida Panthers,Tampa Bay Lightning,,,Unknown,4dae2703d2ee1d60c94c67eeb0ac98d3
MMA,20250426,Carlos Prates,Ian Garry,,,Unknown,8e8ac29f0521d6e89424f1ec5d6a3831
NRL,20250426,North Queensland Cowboys,Gold Coast Titans,50,18,Completed,6b81125213095f1e22828aedb72f0130
NRL,20250426,Penrith Panthers,Manly Warringah Sea Eagles,10,26,Completed,3542d9dea74c1150f241b3239d9ecb95
Primera División - Argentina,20250426,Aldosivi Mar del Plata,Banfield,2,1,Completed,09bce6ba378246531b705c9ba7224567
Primera División - Argentina,20250426,San Lorenzo,Rosario Central,0,1,Completed,004335d448ef72507853689598953624
Primera División - Argentina,20250426,Belgrano de Cordoba,Argentinos Juniors,1,1,Completed,06f8926cae52ffa4ec4f8506f77b8b2a
A-League,20250426,Brisbane Roar,Wellington Phoenix FC,1,0,Completed,1a070d45075531e39627bebbbb3b7e8b
A-League,20250426,Newcastle Jets FC,Western Sydney Wanderers,0,1,Completed,bcceca37495725a8c4f9049ca1056c09
A-League,20250426,Melbourne City,Adelaide United,0,0,Completed,f2ea3f0bde5dcdb3bb7705dec362ab1f
Austrian Football Bundesliga,20250426,LASK,Austria Klagenfurt,6,0,Completed,1f70957315e60071a6850b01a7a9fe5a
Austrian Football Bundesliga,20250426,Rheindorf Altach,WSG Tirol,3,0,Completed,83d655559de446c50f0635a95cebbeb7
Belgium First Div,20250426,Leuven,Standard Liege,1,1,Completed,fc4d8c55e79f8c1e07a2d849a6d21685
Belgium First Div,20250426,Westerlo,KV Mechelen,2,2,Completed,0de3b9b3869f11dd0f5c3dd32af79ecf
Belgium First Div,20250426,Cercle Brugge KSV,Sint Truiden,3,1,Completed,d42cf9fb1449134a86285ea1f4c75613
Belgium First Div,20250426,Charleroi,Dender,4,1,Completed,020d761f9233a6979b4f1031b6eed039
Championship,20250426,Queens Park Rangers,Burnley,0,5,Completed,1514c60dd1a2be5bb9a6564bf9c102f7
Championship,20250426,Luton,Coventry City,1,0,Completed,ab02b6f8ae9837da36e4baea278939a9
Championship,20250426,Blackburn Rovers,Watford,2,1,Completed,da3584be21322a6897255450e8f30195
Championship,20250426,Cardiff City,West Bromwich Albion,0,0,Completed,f31603464c1caa8e3fee053cf4d68d38
Championship,20250426,Hull City,Derby County,0,1,Completed,07262276129c49df886b950b1c9fd051
Championship,20250426,Middlesbrough,Norwich City,0,0,Completed,01debd09c9fd20526848ed80be76fd4c
Championship,20250426,Millwall,Swansea City,1,0,Completed,ad20bfc85f585d2f48c9848a68fd1fcc
Championship,20250426,Oxford United,Sunderland,2,0,Completed,0144364f5cb5208e506d5096f449ddab
Championship,20250426,Preston North End,Plymouth Argyle,1,2,Completed,103df2c276798b7940a385c797ffe653
Championship,20250426,Sheffield Wednesday,Portsmouth,1,1,Completed,4e08b71c62cb710249bb55e38c280b07
League 1,20250426,Bristol Rovers,Reading,0,2,Completed,98e644129ee4ca147b66152bdada166f
League 1,20250426,Leyton Orient,Wycombe Wanderers,1,0,Completed,1ba546d9a99922fd7807b8cc9ecf1aea
League 1,20250426,Barnsley,Shrewsbury Town,1,2,Completed,64b5254bfca153d241671bb4f27b18a9
League 1,20250426,Wigan Athletic,Blackpool,1,1,Completed,810b7d0f5624c8117040735a8dabe8df
League 1,20250426,Peterborough United,Bolton Wanderers,1,1,Completed,5f0909a6df4c252caecb72f02e4b5316
League 1,20250426,Burton Albion,Cambridge United,2,1,Completed,06f630870790f27b9c9abe9e083374e6
League 1,20250426,Crawley Town,Northampton Town,3,0,Completed,226a0ca3c0ab40a8a7e89c7d4bc0e5d6
League 1,20250426,Exeter City,Huddersfield Town,3,1,Completed,f3776bd3ff656ae250cc5ccf4ca13b7c
League 1,20250426,Stockport County FC,Lincoln City,3,2,Completed,91e50f09c5370ae83054f5123b87f6e1
League 1,20250426,Wrexham AFC,Charlton Athletic,3,0,Completed,e9dca666d918f9a2a4c45768ffecf535
League 2,20250426,Doncaster Rovers,Bradford City,2,1,Completed,b4fea3129e7d59970e1d1b1c195a77d2
League 2,20250426,Wimbledon,Port Vale,0,2,Completed,5b764eadbbfc31c35a51bc3cb8f1e4e9
League 2,20250426,Harrogate Town,Notts County,1,3,Completed,f357f4b42f0cba65b4fa62baa6c78e1d
League 2,20250426,Walsall,Accrington Stanley,0,1,Completed,2daeb4a33440fe54912684daabd7ad91
League 2,20250426,Barrow,Bromley FC,3,3,Completed,25434e21d568db9966c83b0b86a1b73c
League 2,20250426,Cheltenham Town,Carlisle United,3,2,Completed,11de5afb79997bc06e300ea61e7dea9b
League 2,20250426,Chesterfield FC,Morecambe,4,1,Completed,7eb3e22c24b550890ff8e33b032e714e
League 2,20250426,Salford City,Colchester United,4,1,Completed,3e1e2a2febb8bdf0fa9edbf8a5c5313a
League 2,20250426,Tranmere Rovers,Crewe Alexandra,2,0,Completed,2ef23f98be5a4735676b4794dccee466
League 2,20250426,Fleetwood Town,Newport County,2,0,Completed,cb43d1b86174c840077cc298a42f4d8c
League 2,20250426,Gillingham,Swindon Town,1,1,Completed,f8c08a58c92a0576a08f3e9d889344c5
League 2,20250426,Milton Keynes Dons,Grimsby Town,0,0,Completed,96f3046f9332f3ca4be1e797a379eafd
EPL,20250426,Chelsea,Everton,1,0,Completed,430740a63e09e655fface9d04bb96842
EPL,20250426,Brighton and Hove Albion,West Ham United,3,2,Completed,85c90099c6cb3718ccf6c723186725a0
EPL,20250426,Southampton,Fulham,1,2,Completed,9df45769484c50e6f42c95e60aaf0271
EPL,20250426,Newcastle United,Ipswich Town,3,0,Completed,8f02b85b9701f351866d84e8be304007
EPL,20250426,Wolverhampton Wanderers,Leicester City,3,0,Completed,8921052bb940f6fa63f3ebc440084932
FA Cup,20250426,Crystal Palace,Aston Villa,3,0,Completed,70f1efdf21db19b19b7a76de3020fe27
Ligue 1 - France,20250426,Strasbourg,Saint Etienne,3,1,Completed,fea2005a64cbdbd80321952850fdff27
Ligue 1 - France,20250426,Le Havre,AS Monaco,1,1,Completed,c2f1bc62470d9ae1ad54c2747bba94b4
Ligue 1 - France,20250426,Lyon,Rennes,4,1,Completed,21b461ca340f56a2e993010011dd9d69
Ligue 2 - France,20250426,Rodez AF,Paris FC,1,1,Completed,e1872237e5ffcaf42abb268effb8c6ac
Ligue 2 - France,20250426,Lorient,Caen,4,0,Completed,e7ed60a1de05a209d02db1175fedda56
Ligue 2 - France,20250426,Pau FC,Metz,2,1,Completed,74d66e883b0253ff399eeb7b764bcc82
Bundesliga - Germany,20250426,Bayer Leverkusen,Augsburg,2,0,Completed,b9ec544b73b0114695bfa5b58b512690
Bundesliga - Germany,20250426,Bayern Munich,FSV Mainz 05,3,0,Completed,043efdb4d9fde9729d742cbeff6b650d
Bundesliga - Germany,20250426,TSG Hoffenheim,Borussia Dortmund,2,3,Completed,a8a3a95eb20e8a09f05a24ac551ed79c
Bundesliga - Germany,20250426,Holstein Kiel,Borussia Monchengladbach,4,3,Completed,e71e56c232fa6e42e6a3ed3f12ef4803
Bundesliga - Germany,20250426,VfL Wolfsburg,SC Freiburg,0,1,Completed,c21078a30e0f6d1ec6aab873876915c4
Bundesliga - Germany,20250426,Eintracht Frankfurt,RB Leipzig,4,0,Completed,be23adba94cf60f43035896f31c5b8a5
Bundesliga 2 - Germany,20250426,Jahn Regensburg,Eintracht Braunschweig,1,1,Completed,2c7ac107c2253f93fd58258f039af72e
Bundesliga 2 - Germany,20250426,SC Paderborn,Elversberg,1,1,Completed,ae242ab1325aaa223e4ca8350b178f14
Bundesliga 2 - Germany,20250426,SC Preußen Münster,SV Darmstadt 98,1,1,Completed,ee3a3edab63a5a812e1c5e2b6b1c069a
Bundesliga 2 - Germany,20250426,Fortuna Düsseldorf,1. FC Nürnberg,3,3,Completed,8b4efa60c95c614f0a6f78ba05680c0b
3. Liga - Germany,20250426,Rot-Weiss Essen,1. FC Saarbrücken,0,3,Completed,599a7520a6f00d205c01cfa79773ac59
3. Liga - Germany,20250426,Borussia Dortmund II,Hannover 96,0,4,Completed,4eb014200bdc8eff8a4efb7e6828aa3f
3. Liga - Germany,20250426,Dynamo Dresden,SV Sandhausen,2,1,Completed,541d5712af94f71a5055aef7d38fc05f
3. Liga - Germany,20250426,SpVgg Unterhaching,FC Energie Cottbus,1,1,Completed,10072ca633cf75b9c0ac35ddbf6cf8a1
3. Liga - Germany,20250426,FC Viktoria Köln 1904,Wehen Wiesbaden,2,0,Completed,75c57795f4de6de0cb1ce7ee6600a8ce
3. Liga - Germany,20250426,SC Verl,Erzgebirge Aue,5,1,Completed,4b930f20546720b32c489ccb042bb37a
Super League - Greece,20250426,Atromitos Athens,Aris Thessaloniki,1,1,Completed,cf7a0b77f0f1f96947e74e56f3262293
Super League - Greece,20250426,OFI Crete,Asteras Tripolis,0,2,Completed,d56cce3d083048c2f53817ed156bf832
Serie B - Italy,20250426,Südtirol,Juve Stabia,,,Unknown,27b8120082d4421dcb730645b4cf1ff0
Serie B - Italy,20250426,US Catanzaro 1929,Palermo,,,Unknown,a42918bfbdaf7babfaa0927cda463407
League of Ireland,20250426,Sligo Rovers,Cork City,1,1,Completed,b263ef41d2cefd90d8a121f839771f7c
