Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
Primeira Liga - Portugal,20250426,Santa Clara,Arouca,2,0,Completed,7fcf7bdaa42eb47f3924ca28daf561a0
Primeira Liga - Portugal,20250426,Gil Vicente,SC Farense,1,0,Completed,c00cb60ddea7bf1332e838b47d823dd3
Primeira Liga - Portugal,20250426,CF Estrela,FC Porto,2,0,Completed,d9e7f9fd10fb1924014ea563ba7f920f
La Liga 2 - Spain,20250426,Albacete,FC Cartagena,3,1,Completed,2ac74c0132a5a8c50d1bdf306bacc058
La Liga 2 - Spain,20250426,CD Eldense,Córdoba,1,1,Completed,e6688ed79e47a6addbd05c2bc3c63eba
La Liga 2 - Spain,20250426,Oviedo,Levante,1,0,Completed,9626f13a32ec984caf90bdc23a423345
La Liga 2 - Spain,20250426,CD Mirandés,Burgos CF,2,1,Completed,0c11115ec58c667e1a4e2ce1cf7eb9ec
La Liga 2 - Spain,20250426,Granada CF,Elche,1,1,Completed,c5848ed22512b5e79a87a92d615bc51f
Premiership - Scotland,20250426,Dundee United,Celtic,0,5,Completed,f4d37808140bd9e747cc8b0175e54aa6
Premiership - Scotland,20250426,Aberdeen,Hibernian,1,0,Completed,adcec0cc1fd21a64157c4c6537f144c8
Premiership - Scotland,20250426,Hearts,Dundee FC,0,1,Completed,69fbcdc75818d30a6ceff32d86724333
Premiership - Scotland,20250426,Kilmarnock,Ross County,2,0,Completed,4129f9bd121eae9dd417b27667a29233
Premiership - Scotland,20250426,Motherwell,St Johnstone,3,2,Completed,03c13e7e957c0dadb90f1e46f3b9b7d7
Premiership - Scotland,20250426,St Mirren,Rangers,2,2,Completed,d99084a5cc65616c2d476011c957ce9a
Turkey Super League,20250426,Sivasspor,Antalyaspor,2,0,Completed,5943044afe679da9396999edc8b76034
Turkey Super League,20250426,Bodrum FK,Samsunspor,1,2,Completed,38bda80b14363bca1e53dc37f3130db9
Turkey Super League,20250426,Gazişehir Gaziantep,Fenerbahce,1,3,Completed,9233ef69b40d9444ac68b7908c952861
