Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
AFL,20250808,Geelong Cats,Essendon Bombers,,,Unknown,43962f31b2f22e3a6729e2db178c75d6
AFL,20250808,Richmond Tigers,St Kilda Saints,,,Unknown,29dbfad74928bf7aabba126600b39e87
MMA,20250808,Kamil Oniszczuk,David Zawada,,,Unknown,225e2d74e92eef72e46f6420591f123f
MMA,20250808,Mark De La Rosa,Dominik Humburger,,,Unknown,2d4cdd52b3001dfb11b4c37ea44da08e
MMA,20250808,Kerim Engizek,Mick Stanton,,,Unknown,5916cc48eabf762e7c57169fc6c96deb
MMA,20250808,Krzysztof Jotko,Marek Mazuch,,,Unknown,8d40cc73af921d12c1883b526010fcba
NRL,20250808,Newcastle Knights,Penrith Panthers,,,Unknown,ea66c3e062f9d346cf46e652ae21ccf7
NRL,20250808,Canberra Raiders,Manly Warringah Sea Eagles,,,Unknown,80f8d72fa324f8795601d022144b0dd0
Primera División - Argentina,20250808,CA Tigre BA,Atlético Huracán,,,Unknown,0d642ad63be18c7e7e4039d0c35631ab
Primera División - Argentina,20250808,Newells Old Boys,Central Córdoba,,,Unknown,7e06369e50957ed9eb788102f4220192
Primera División - Argentina,20250808,Lanus,Talleres,,,Unknown,e92865d12754bcf8a71f2fb7ec23bc87
Belgium First Div,20250808,Sint Truiden,Dender,,,Unknown,ba189134d0e3da953c8b1bd633bcd69b
Denmark Superliga,20250808,FC Copenhagen,AGF Aarhus,,,Unknown,d61a840404ab5c5a1e2ed2c9928e3e5f
Denmark Superliga,20250808,Viborg FF,SonderjyskE,,,Unknown,af6311f1939f7fcba96a05c3a6ac2354
Championship,20250808,Birmingham City,Ipswich Town,,,Unknown,74b55080c1bb841ea668cd7fd147b6e7
Bundesliga 2 - Germany,20250808,1. FC Nürnberg,SV Darmstadt 98,,,Unknown,43e07019072dcb924d1dffd649f7358b
Bundesliga 2 - Germany,20250808,SC Preußen Münster,SC Paderborn,,,Unknown,0c2bb9ddf89aff6e7ec9fd1d2c41d567
League of Ireland,20250808,Derry City,Cork City,,,Unknown,30bee5ab6d77be6a13ece8f969b373a1
League of Ireland,20250808,Drogheda United,Waterford FC,,,Unknown,888bb0d733143c07ed8d3238aa16d2e7
Liga MX,20250808,Tigres,Puebla,,,Unknown,26e170b9ec7c78c3f605c2c889ef5bf0
Dutch Eredivisie,20250808,Fortuna Sittard,Go Ahead Eagles,,,Unknown,f4b3d4dcc4b773c2b33fb2d56c85df01
Primeira Liga - Portugal,20250808,Casa Pia,Sporting Lisbon,,,Unknown,ca1351a0612eed8817ac48a31a648629
Turkey Super League,20250808,Gazişehir Gaziantep,Galatasaray,,,Unknown,f81585aab6ead4fca15221d7f08fd12e
