Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
AFL,2025-03-13,Richmond Tigers,Carlton Blues,82,69,Completed,05bab255e2b3079f9cdea6a890f1a5d3
Basketball Euroleague,2025-03-13,Fenerbahce SK,ASVEL Lyon Villeurbanne,92,82,Completed,69607f830a2e6825bc73dbb93fd2604b
Basketball Euroleague,2025-03-13,KK Crvena zvezda,Pallacanestro Olimpia Milano,80,82,Completed,7c81c753a114fff12cc1458a8b09af43
Basketball Euroleague,2025-03-13,Žalgiris,Paris Basketball,83,81,Completed,1baa9bb18a31bc844b1345a4438d5e42
Basketball Euroleague,2025-03-13,ALBA Berlin,Saski Baskonia,97,90,Completed,17eb3337552473fa7be2e30ec7dea361
Basketball Euroleague,2025-03-13,Maccabi Tel Aviv,AS Monaco,91,88,Completed,367d1bff82f3c21ac69eedb895d9eef8
Basketball Euroleague,2025-03-13,Virtus Segafredo Bologna,Real Madrid,67,80,Completed,bcbaee0e5cde2d1f46a09620f53867a9
NBA,2025-03-13,Detroit Pistons,Washington Wizards,125,129,Completed,4ea18c33e9a44a01c3b7c15506a112db
NBA,2025-03-13,Milwaukee Bucks,Los Angeles Lakers,126,106,Completed,3008abedd6c9035d6923152e92ebec46
NBA,2025-03-13,New Orleans Pelicans,Orlando Magic,93,113,Completed,50eb71aa891ec74cc411a85e598fda7b
NBA,2025-03-13,Chicago Bulls,Brooklyn Nets,116,110,Completed,fdb9f4f4cec401553d95dcbd98cf2381
NBA,2025-03-13,Golden State Warriors,Sacramento Kings,,,Unknown,6f438a23832d6ccdf61b8ed0af5633c2
NCAAB,2025-03-13,Akron Zips,Bowling Green Falcons,96,67,Completed,f3dca394fb2444f094c75f22a068ddfe
NCAAB,2025-03-13,St. Bonaventure Bonnies,Duquesne Dukes,64,59,Completed,6270e56490ee4a098b11503630b47ea1
NCAAB,2025-03-13,Oregon Ducks,Indiana Hoosiers,72,59,Completed,954758634b4212731e261f3632353f22
NCAAB,2025-03-13,Duke Blue Devils,Georgia Tech Yellow Jackets,78,70,Completed,288caf7992bdebfa6b7b19d342356f31
NCAAB,2025-03-13,St. John's Red Storm,Butler Bulldogs,78,57,Completed,87e68bdd6084b364eb499f57fd520329
NCAAB,2025-03-13,Wichita St Shockers,South Florida Bulls,73,68,Completed,ff9a8322bd9f501600fae9c17db92430
NCAAB,2025-03-13,BYU Cougars,Iowa State Cyclones,96,92,Completed,908804cb945c5fdb463ac9e1016edf1c
