Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
AFL,20250517,Port Adelaide Power,Geelong Cats,39,115,Completed,0cb298f66db21077a5639eed0b9eab21
AFL,20250517,Greater Western Sydney Giants,Fremantle Dockers,61,95,Completed,05f610699c61b1c7e353af3136a08d5f
AFL,20250517,Western Bulldogs,Essendon Bombers,127,36,Completed,977dab5572475b4ff52c3d671c213182
AFL,20250517,Richmond Tigers,North Melbourne Kangaroos,,,Unknown,0c33db595dc4495e68d75bdc5ed6be3d
NHL,20250517,Dallas Stars,Winnipeg Jets,2,1,Completed,76bdff82b8b46cdf1fb5e765b685d4c6
