Sport,Match Date,Home Team,Away Team,Home Team Odds,Away Team Odds,Bookmaker,Compiled_At
Basketball Euroleague,2025-03-05 14:30:00,Paris Basketball,AS Monaco,2.2,1.704,DraftKings,2025-03-05 05:13:45
Basketball Euroleague,2025-03-05 14:30:00,Paris Basketball,AS Monaco,2.2,1.714,BetOnline.ag,2025-03-05 05:13:45
Basketball Euroleague,2025-03-05 14:30:00,Paris Basketball,AS Monaco,2.2,1.714,LowVig.ag,2025-03-05 05:13:45
Basketball Euroleague,2025-03-05 14:30:00,Paris Basketball,AS Monaco,2.15,1.714,Bovada,2025-03-05 05:13:45
Basketball Euroleague,2025-03-05 14:30:00,Paris Basketball,AS Monaco,1.952,1.741,BetUS,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Boston Celtics,Portland Trail Blazers,1.2,4.75,Fanatics,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Boston Celtics,Portland Trail Blazers,1.217,4.6,FanDuel,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Boston Celtics,Portland Trail Blazers,1.213,4.6,DraftKings,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Boston Celtics,Portland Trail Blazers,1.208,4.6,Caesars,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Boston Celtics,Portland Trail Blazers,1.208,4.6,BetRivers,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Boston Celtics,Portland Trail Blazers,1.182,4.9,Bovada,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Boston Celtics,Portland Trail Blazers,1.2,4.75,BetMGM,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Charlotte Hornets,Minnesota Timberwolves,3.9,1.278,FanDuel,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Charlotte Hornets,Minnesota Timberwolves,3.8,1.286,Fanatics,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Charlotte Hornets,Minnesota Timberwolves,3.85,1.278,DraftKings,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Charlotte Hornets,Minnesota Timberwolves,3.78,1.282,Caesars,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Charlotte Hornets,Minnesota Timberwolves,3.85,1.278,BetRivers,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Charlotte Hornets,Minnesota Timberwolves,3.8,1.286,BetMGM,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Charlotte Hornets,Minnesota Timberwolves,3.75,1.286,Bovada,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Cleveland Cavaliers,Miami Heat,1.182,5.0,Fanatics,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Cleveland Cavaliers,Miami Heat,1.2,4.85,FanDuel,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Cleveland Cavaliers,Miami Heat,1.167,5.3,Caesars,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Cleveland Cavaliers,Miami Heat,1.182,5.1,DraftKings,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Cleveland Cavaliers,Miami Heat,1.189,5.0,BetRivers,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Cleveland Cavaliers,Miami Heat,1.182,5.0,BetMGM,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Cleveland Cavaliers,Miami Heat,1.19,4.75,Bovada,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Washington Wizards,Utah Jazz,1.505,2.66,FanDuel,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Washington Wizards,Utah Jazz,1.5,2.65,Fanatics,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Washington Wizards,Utah Jazz,1.505,2.64,DraftKings,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Washington Wizards,Utah Jazz,1.488,2.7,Caesars,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Washington Wizards,Utah Jazz,1.556,2.5,BetRivers,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Washington Wizards,Utah Jazz,1.513,2.65,Bovada,2025-03-05 05:13:45
NBA,2025-03-05 19:10:00,Washington Wizards,Utah Jazz,1.476,2.7,BetMGM,2025-03-05 05:13:45
NBA,2025-03-05 20:10:00,Milwaukee Bucks,Dallas Mavericks,1.25,4.15,FanDuel,2025-03-05 05:13:45
NBA,2025-03-05 20:10:00,Milwaukee Bucks,Dallas Mavericks,1.244,4.2,DraftKings,2025-03-05 05:13:45
