Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
AFL,20250718,Brisbane Lions,Western Bulldogs,,,Unknown,70b3e87ab1b25c37d037719cf191d095
AFL,20250718,Hawthorn Hawks,Port Adelaide Power,,,Unknown,3ae10739ea06a0e287b7b660a378a03a
MMA,20250718,Braxton Smith,Daniel James,,,Unknown,d572a7393e319e00d933d41c51baeb3a
MMA,20250718,Chase Sherman,Timothy Johnson,,,Unknown,31fb3a7a3d41a0a7925521ab11f186e3
MMA,20250718,Jesse Butler,Carlos Calderon,,,Unknown,697c6be404937b4e816c96d40977b516
NRL,20250718,Cronulla Sutherland Sharks,Sydney Roosters,,,Unknown,3d2e7b839c80104f43d8d6b89a7dad21
NRL,20250718,Penrith Panthers,South Sydney Rabbitohs,,,Unknown,c2e315418b79c9577de9d9197b626e42
Primera División - Argentina,20250718,Boca Juniors,Union Santa Fe,,,Unknown,a6d3d67fe0a4ec2c52ff392e09bfa7de
Primera División - Argentina,20250718,Atlético Tucuman,Central Córdoba,,,Unknown,c3d59d52586e49cb3b08f6504214f83c
Denmark Superliga,20250718,Viborg FF,FC Copenhagen,,,Unknown,1f5a707db7e09a8ed028702a2ed84fcc
Liga MX,20250718,Necaxa,Querétaro,,,Unknown,72e34cff4afc3ae42ea75b12ab08c1f9
Liga MX,20250718,Atlético San Luis,Monterrey,,,Unknown,e9c43269869e79de37245accb7576d99
Liga MX,20250718,Mazatlán FC,Puebla,,,Unknown,ab0062782aa72d4fdb305031e81bdd6f
