Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
NHL,20250414,Detroit Red Wings,Dallas Stars,6,4,Completed,9f74bfdd0ea3d4298be5bc35573f3e65
NHL,20250414,Florida Panthers,New York Rangers,3,5,Completed,4e4237be53302b0e12fe2199bba601f7
NHL,20250414,Montréal Canadiens,Chicago Blackhawks,3,4,Completed,ed5f71c2486b0bdf246ea323ee2e6572
NHL,20250414,Nashville Predators,Utah Hockey Club,3,7,Completed,43e03293d0f40f55b8e65d3e86fbfdca
NHL,20250414,Vancouver Canucks,San Jose Sharks,,,Unknown,de1e996b36af8e55c6f41414925ae404
NHL,20250414,Edmonton Oilers,Los Angeles Kings,,,Unknown,5c64dd4c2a733b174e7b0fef26c1258f
Primera División - Argentina,20250414,Aldosivi Mar del Plata,Racing Club,0,2,Completed,c48c841f03679242b12f5582ce667e93
Primera División - Argentina,20250414,Central Córdoba,Atlético Huracán,1,2,Completed,8dba2610a04f04dfd0b88572601fdd05
Primera División - Argentina,20250414,Defensa y Justicia,Union Santa Fe,0,0,Completed,a30c9ddacd6c53c24124ff2b4c2c6356
Primera División - Argentina,20250414,Godoy Cruz,Lanus,0,0,Completed,c3ff127d81af814493a67c74bb67429e
Primera División - Argentina,20250414,Velez Sarsfield BA,Sarmiento de Junin,0,1,Completed,c57a61f91dccc53704a3cd8c6855a554
Denmark Superliga,20250414,SonderjyskE,Vejle Boldklub,1,0,Completed,61a42b16a7bcb554bfd45168520b9d12
Championship,20250414,Hull City,Coventry City,1,1,Completed,59385105657c1881ab801e0263ca4187
EPL,20250414,Bournemouth,Fulham,1,0,Completed,2d47b0131e8839849d30741559257fdc
Ligue 2 - France,20250414,SC Bastia,Stade Lavallois,5,2,Completed,4de43077e6d96644eeee91575aec30f5
Serie A - Italy,20250414,Napoli,Empoli,3,0,Completed,adf55ba3369855974e14637f5596026d
League of Ireland,20250414,Shamrock Rovers,Cork City,4,1,Completed,17088aabdec4ffee680f74210a57a4c1
La Liga - Spain,20250414,Atlético Madrid,Valladolid,4,2,Completed,806603b56a1534efdab14d161f3532f4
La Liga 2 - Spain,20250414,SD Huesca,Málaga,1,0,Completed,c3076f54bde3e663a7a602628505df5b
Turkey Super League,20250414,Eyüpspor,Adana Demirspor,6,0,Completed,606571b34c5390a9b035464adc51efa9
