Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
AFL,20250501,Essendon Bombers,North Melbourne Kangaroos,65,62,Completed,0cf84e921d5ed9c153deb0e71b28c497
Basketball Euroleague,20250501,Real Madrid,Olympiacos,84,86,Completed,e77c97e6b3f1928c1671d80068b01c02
NBA,20250501,Detroit Pistons,New York Knicks,113,116,Completed,fe05d03a1aeffcd6e3caf63513080fbd
NBA,20250501,Los Angeles Clippers,Denver Nuggets,,,Unknown,540e1ce6de3ffba9b4d0feacd11eb735
NHL,20250501,Ottawa Senators,Toronto Maple Leafs,2,4,Completed,7325346aebd601846eca4c9e87ffd232
NHL,20250501,Minnesota Wild,Vegas Golden Knights,2,3,Completed,b2a35b8e7fc199edf540246608f9556a
NHL,20250501,Colorado Avalanche,Dallas Stars,,,Unknown,66d001744b59d735f96695efa58325d0
NHL,20250501,Edmonton Oilers,Los Angeles Kings,,,Unknown,3221b8a746c91a1408b1ee510ed9f32e
MMA,20250501,Phil Davis,Rob Wilkinson,,,Unknown,05699703638354271a491fc2df77842a
Belgium First Div,20250501,Royal Antwerp,Anderlecht,1,3,Completed,9d6e6ebe5e0efee950d73ddb0709a3b2
Belgium First Div,20250501,Club Brugge,Gent,4,1,Completed,713fb1fe5e6167ff228704bab25a6d55
EPL,20250501,Nottingham Forest,Brentford,0,2,Completed,7c124321fce6269d26b543df5f1ca821
Serie B - Italy,20250501,Juve Stabia,US Catanzaro 1929,2,0,Completed,ec0c95b1cbefdc0cf9db27b01f51d013
Serie B - Italy,20250501,Cosenza,Bari,1,0,Completed,3500c99d60c1ec31060123cb92185ce2
Serie B - Italy,20250501,Spezia,Salernitana,2,0,Completed,b044d0e54fa1a0e1238c151b64358fd8
Serie B - Italy,20250501,Mantova,Cesena FC,3,0,Completed,81c787ba936f58de45573dc30f11d342
Serie B - Italy,20250501,Sampdoria,Cremonese,0,0,Completed,73334c348874ada99b7cab34a8a5db9f
Serie B - Italy,20250501,Pisa,Frosinone,1,0,Completed,c7090eb01c8fd7ece4bb4f56e7d0460e
Serie B - Italy,20250501,Modena,Reggiana,2,3,Completed,22f02e694854646e76f0970a28436bba
Serie B - Italy,20250501,Palermo,Südtirol,1,2,Completed,ddec7ac13ac3c9bd36321772d281fea3
Serie B - Italy,20250501,Cittadella,Brescia,0,1,Completed,4c47bf906742ab189961d188eaf20789
Serie B - Italy,20250501,Sassuolo,Carrarese,2,0,Completed,9a0571069460f1443117e01162f41cd3
UEFA Europa Conference League,20250501,Djurgardens IF,Chelsea,1,4,Completed,0a93526f02dc4d8a7aeae4e02b3c54a5
UEFA Europa Conference League,20250501,Real Betis,Fiorentina,2,1,Completed,53715d9a0a6baefe7d81a39faf451351
UEFA Europa League,20250501,Tottenham Hotspur,Bodø/Glimt,3,1,Completed,e12d0c101504e4db9fec8503293cdc34
UEFA Europa League,20250501,Athletic Bilbao,Manchester United,0,3,Completed,78beaf00f233fc4e81fa0a855fb9672d
