Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
Boxing,20250716,Sonny Bill Williams,Paul Gallen,,,Unknown,4d1bc007f8abf390004e7a68b1ae30fa
Liga MX,20250716,América,Tijuana,,,Unknown,d3d31910549b02aa3ce52ae7ec0f1338
Liga MX,20250716,Santos Laguna,Toluca,,,Unknown,d024ccedc6ec45aea9c31254e07d604f
