Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
NBA,20250507,Boston Celtics,New York Knicks,90,91,Completed,5c25f7e8df3df0a81bbc8e82c06b3275
NBA,20250507,Oklahoma City Thunder,Denver Nuggets,,,Unknown,06f119cfcc8308a429374d041e864b8a
NHL,20250507,Toronto Maple Leafs,Florida Panthers,4,3,Completed,f464cdc4f84223ee32ffe89a86c8bd00
NHL,20250507,Winnipeg Jets,Dallas Stars,,,Unknown,65a0dbe8a4d42834835331bbecb821e2
Copa Libertadores,20250507,Bahia,Nacional de Montevideo,1,3,Completed,43e2eb1554b551120dcd66cb5b74e70c
Copa Libertadores,20250507,Deportivo Táchira,LDU Quito,2,3,Completed,ecc1129ab1efeda9e2ed646b550deea4
Copa Libertadores,20250507,Universidad de Chile,Estudiantes La Plata,0,3,Completed,e6220c3547a9c3898682cb7b106d57b4
Copa Libertadores,20250507,Central Córdoba,Flamengo-RJ,1,1,Completed,65f19f28b4e8683923643c5f0aa3a424
Copa Libertadores,20250507,Cerro Porteño,Palmeiras-SP,0,2,Completed,0c19de368d79a1c0477da8eda883394c
Copa Libertadores,20250507,Sporting Cristal,Club Bolívar,,,Unknown,bf6726c44f4e838de7d435ae313c920f
3. Liga - Germany,20250507,SpVgg Unterhaching,Hansa Rostock,0,2,Completed,259650608868400c23533c97a6d4613a
Liga MX,20250507,Monterrey,Toluca,3,2,Completed,bbf151a71b7e4dac95389f58a9c9551a
Liga MX,20250507,Pachuca,América,,,Unknown,a65827bf182e79a554052ee7a28a0300
UEFA Champions League,20250507,Paris Saint Germain,Arsenal,2,1,Completed,f37785c8899474443d9776589f805c05
