Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
AFL,20250508,Fremantle Dockers,Collingwood Magpies,83,97,Completed,4403258c11c4610c76181d9ffb8d5c96
NBA,20250508,Minnesota Timberwolves,Golden State Warriors,117,93,Completed,22e737f4ba0084666d3393962b06c3b1
NHL,20250508,Washington Capitals,Carolina Hurricanes,3,1,Completed,678e451004bce5832cacc6ad4db7ec60
NHL,20250508,Vegas Golden Knights,Edmonton Oilers,,,Unknown,5811c64caed1ddcb2e50cb7b2f4fda58
NRL,20250508,Parramatta Eels,Dolphins,16,20,Completed,b6e04f31bf25ab28fe1fb78b5675a481
Copa Libertadores,20250508,Club Atletico Talleres,Libertad Asuncion,0,0,Completed,c6bc2b21a305ed15f0f1eddf88327c35
Copa Libertadores,20250508,Velez Sarsfield,Olimpia Asunción,1,1,Completed,0759de6bd9abd2f5d8fc9dcf5eaafef1
Copa Libertadores,20250508,Atlético Nacional S.A,Internacional-RS,3,1,Completed,9d15524f176a0a7766065667f239c62b
Copa Libertadores,20250508,Barcelona SC,River Plate,2,3,Completed,f20569065c7c4ade835617e8111e4a0c
Copa Libertadores,20250508,Club Universitario de Deportes,Independiente del Valle,,,Unknown,abb65813140b1367f1c4003ea2de5163
Championship,20250508,Bristol City,Sheffield United,0,3,Completed,cae2b85dfd6857c19b6ecf1462529a32
Liga MX,20250508,Necaxa,Tigres,0,0,Completed,d69b3bdba502615f5f47c1438f318059
Liga MX,20250508,León,Cruz Azul,,,Unknown,4ec0895d49141c9c9d8eebb345d5f096
UEFA Europa Conference League,20250508,Chelsea,Djurgardens IF,1,0,Completed,58e78e24d7c93523f7a46e7b418d17b2
UEFA Europa Conference League,20250508,Fiorentina,Real Betis,2,2,Completed,259c79740dcec5bed11023727bb1e192
UEFA Europa League,20250508,Manchester United,Athletic Bilbao,4,1,Completed,4040358cc1338045953f532e5c16a099
UEFA Europa League,20250508,Bodø/Glimt,Tottenham Hotspur,0,2,Completed,c489894346b2648ee11671555510793c
