Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
AFL,20250710,Carlton Blues,Brisbane Lions,,,Unknown,0a13a7e8cb0abb03986a21b3e6654fde
Test Matches,20250710,England,India,,,Unknown,42afc3bb80cf5ebac95284092325cf9a
