Sport,Match Date,Home Team,Away Team,Home Team Odds,Away Team Odds,Bookmaker,Compiled_At
AFL,2025-06-06 05:40:00,Adelaide Crows,Brisbane Lions,1.571,2.35,Bovada,2025-06-05 23:49:43
AFL,2025-06-06 05:40:00,Adelaide Crows,Brisbane Lions,1.541,2.45,DraftKings,2025-06-05 23:49:43
AFL,2025-06-06 05:40:00,Adelaide Crows,Brisbane Lions,1.588,2.4,BetUS,2025-06-05 23:49:43
AFL,2025-06-06 23:20:00,Richmond Tigers,Sydney Swans,2.75,1.435,Bovada,2025-06-05 23:49:43
AFL,2025-06-06 23:20:00,Richmond Tigers,Sydney Swans,2.55,1.5,DraftKings,2025-06-05 23:49:43
AFL,2025-06-06 23:20:00,Richmond Tigers,Sydney Swans,2.65,1.5,BetUS,2025-06-05 23:49:43
Boxing,2025-06-06 18:00:00,Bryce Mills,Aaron Aponte,1.1,6.5,DraftKings,2025-06-05 23:49:43
Boxing,2025-06-06 18:00:00,Bryce Mills,Aaron Aponte,1.08,7.5,BetOnline.ag,2025-06-05 23:49:43
Boxing,2025-06-06 18:00:00,Bryce Mills,Aaron Aponte,1.08,8.0,BetUS,2025-06-05 23:49:43
Boxing,2025-06-06 18:00:00,Bryce Mills,Aaron Aponte,1.091,7.0,Bovada,2025-06-05 23:49:43
Boxing,2025-06-06 18:00:00,Bryce Mills,Aaron Aponte,1.08,7.5,LowVig.ag,2025-06-05 23:49:43
Boxing,2025-06-06 18:00:00,Bryce Mills,Aaron Aponte,1.087,6.4,FanDuel,2025-06-05 23:49:43
Boxing,2025-06-06 18:00:00,Da'Velle Smith,Antonio Todd,1.056,9.0,DraftKings,2025-06-05 23:49:43
Boxing,2025-06-06 18:00:00,Da'Velle Smith,Antonio Todd,1.01,19.0,BetOnline.ag,2025-06-05 23:49:43
Boxing,2025-06-06 18:00:00,Da'Velle Smith,Antonio Todd,1.05,9.5,BetUS,2025-06-05 23:49:43
Boxing,2025-06-06 18:00:00,Da'Velle Smith,Antonio Todd,1.05,10.0,Bovada,2025-06-05 23:49:43
Boxing,2025-06-06 18:00:00,Da'Velle Smith,Antonio Todd,1.01,19.0,LowVig.ag,2025-06-05 23:49:43
Boxing,2025-06-06 18:00:00,Da'Velle Smith,Antonio Todd,1.056,8.2,FanDuel,2025-06-05 23:49:43
Boxing,2025-06-06 20:00:00,Jesus Antonio Perez,Alex Martin,1.174,5.0,DraftKings,2025-06-05 23:49:43
Boxing,2025-06-06 20:00:00,Jesus Antonio Perez,Alex Martin,1.133,5.2,FanDuel,2025-06-05 23:49:43
Boxing,2025-06-06 20:00:00,Jesus Antonio Perez,Alex Martin,1.133,5.75,LowVig.ag,2025-06-05 23:49:43
Boxing,2025-06-06 20:00:00,Jesus Antonio Perez,Alex Martin,1.133,5.75,BetOnline.ag,2025-06-05 23:49:43
Boxing,2025-06-06 20:00:00,Jesus Antonio Perez,Alex Martin,1.133,5.5,Bovada,2025-06-05 23:49:43
Boxing,2025-06-06 20:30:00,Joseph Hicks,Wendy Toussaint,1.25,3.9,DraftKings,2025-06-05 23:49:43
Boxing,2025-06-06 20:30:00,Joseph Hicks,Wendy Toussaint,1.267,3.69,BetOnline.ag,2025-06-05 23:49:43
Boxing,2025-06-06 20:30:00,Joseph Hicks,Wendy Toussaint,1.217,4.1,FanDuel,2025-06-05 23:49:43
Boxing,2025-06-06 20:30:00,Joseph Hicks,Wendy Toussaint,1.241,4.15,BetUS,2025-06-05 23:49:43
Boxing,2025-06-06 20:30:00,Joseph Hicks,Wendy Toussaint,1.267,3.69,LowVig.ag,2025-06-05 23:49:43
Boxing,2025-06-06 20:30:00,Joseph Hicks,Wendy Toussaint,1.26,3.65,Bovada,2025-06-05 23:49:43
Boxing,2025-06-06 21:30:00,Joshua James Pagan,James Bernardin,1.174,5.0,DraftKings,2025-06-05 23:49:43
Boxing,2025-06-06 21:30:00,Joshua James Pagan,James Bernardin,1.167,4.91,BetOnline.ag,2025-06-05 23:49:43
Boxing,2025-06-06 21:30:00,Joshua James Pagan,James Bernardin,1.154,5.1,FanDuel,2025-06-05 23:49:43
Boxing,2025-06-06 21:30:00,Joshua James Pagan,James Bernardin,1.154,5.25,BetUS,2025-06-05 23:49:43
Boxing,2025-06-06 21:30:00,Joshua James Pagan,James Bernardin,1.167,4.91,LowVig.ag,2025-06-05 23:49:43
Boxing,2025-06-06 21:30:00,Joshua James Pagan,James Bernardin,1.167,4.75,Bovada,2025-06-05 23:49:43
NHL,2025-06-06 20:10:00,Edmonton Oilers,Florida Panthers,1.769,2.1,DraftKings,2025-06-05 23:49:43
NHL,2025-06-06 20:10:00,Edmonton Oilers,Florida Panthers,1.8,2.04,FanDuel,2025-06-05 23:49:43
NHL,2025-06-06 20:10:00,Edmonton Oilers,Florida Panthers,1.8,2.11,BetOnline.ag,2025-06-05 23:49:43
NHL,2025-06-06 20:10:00,Edmonton Oilers,Florida Panthers,1.8,2.11,LowVig.ag,2025-06-05 23:49:43
NHL,2025-06-06 20:10:00,Edmonton Oilers,Florida Panthers,1.741,2.15,Caesars,2025-06-05 23:49:43
NHL,2025-06-06 20:10:00,Edmonton Oilers,Florida Panthers,1.8,2.05,BetMGM,2025-06-05 23:49:43
NHL,2025-06-06 20:10:00,Edmonton Oilers,Florida Panthers,1.8,2.04,BetRivers,2025-06-05 23:49:43
NHL,2025-06-06 20:10:00,Edmonton Oilers,Florida Panthers,1.741,2.15,Bovada,2025-06-05 23:49:43
NHL,2025-06-06 20:10:00,Edmonton Oilers,Florida Panthers,1.769,2.1,BetUS,2025-06-05 23:49:43
NHL,2025-06-06 20:10:00,Edmonton Oilers,Florida Panthers,1.8,2.05,Fanatics,2025-06-05 23:49:43
MMA,2025-06-06 21:00:00,Chris de la Rocha,Randall Wallace,1.5,2.6,BetOnline.ag,2025-06-05 23:49:43
NRL,2025-06-06 04:00:00,Melbourne Storm,North Queensland Cowboys,1.2,4.85,Bovada,2025-06-05 23:49:43
NRL,2025-06-06 04:00:00,Melbourne Storm,North Queensland Cowboys,1.2,4.6,BetRivers,2025-06-05 23:49:43
NRL,2025-06-06 06:00:00,Dolphins,St George Illawarra Dragons,1.476,2.63,BetRivers,2025-06-05 23:49:43
NRL,2025-06-06 06:00:00,Dolphins,St George Illawarra Dragons,1.459,2.8,Bovada,2025-06-05 23:49:43
