Sport,Match Date,Home Team,Away Team,Home Team Odds,Away Team Odds,Bookmaker,Draw Odds,Compiled_At
Primera División - Argentina,2025-07-21 18:00:00,Estudiantes,Atlético Huracán,2.05,3.8,FanDuel,2.9,2025-07-20 00:09:17
Primera División - Argentina,2025-07-21 18:00:00,Estudiantes,Atlético Huracán,2.08,3.8,Bovada,2.95,2025-07-20 00:09:17
Primera División - Argentina,2025-07-21 18:00:00,Estudiantes,Atlético Huracán,2.1,3.5,BetRivers,3.0,2025-07-20 00:09:17
Primera División - Argentina,2025-07-21 18:00:00,Estudiantes,Atlético Huracán,2.15,3.75,BetMGM,2.95,2025-07-20 00:09:17
Primera División - Argentina,2025-07-21 18:00:00,Estudiantes,Atlético Huracán,2.15,3.8,DraftKings,2.9,2025-07-20 00:09:17
Primera División - Argentina,2025-07-21 18:00:00,Estudiantes,Atlético Huracán,2.14,3.9,BetOnline.ag,3.05,2025-07-20 00:09:17
Primera División - Argentina,2025-07-21 18:00:00,Estudiantes,Atlético Huracán,2.14,3.9,LowVig.ag,3.05,2025-07-20 00:09:17
Primera División - Argentina,2025-07-21 20:15:00,Defensa y Justicia,Aldosivi Mar del Plata,1.769,4.5,FanDuel,3.3,2025-07-20 00:09:17
Primera División - Argentina,2025-07-21 20:15:00,Defensa y Justicia,Aldosivi Mar del Plata,1.8,4.5,Bovada,3.25,2025-07-20 00:09:17
Primera División - Argentina,2025-07-21 20:15:00,Defensa y Justicia,Aldosivi Mar del Plata,1.806,4.1,BetRivers,3.35,2025-07-20 00:09:17
Primera División - Argentina,2025-07-21 20:15:00,Defensa y Justicia,Aldosivi Mar del Plata,1.833,4.4,BetMGM,3.3,2025-07-20 00:09:17
Primera División - Argentina,2025-07-21 20:15:00,Defensa y Justicia,Aldosivi Mar del Plata,1.833,4.5,DraftKings,3.3,2025-07-20 00:09:17
Primera División - Argentina,2025-07-21 20:15:00,Defensa y Justicia,Aldosivi Mar del Plata,1.826,4.92,LowVig.ag,3.34,2025-07-20 00:09:17
Primera División - Argentina,2025-07-21 20:15:00,Defensa y Justicia,Aldosivi Mar del Plata,1.826,4.92,BetOnline.ag,3.34,2025-07-20 00:09:17
Primera División - Argentina,2025-07-21 20:15:00,San Martin de San Juan,Deportivo Riestra,2.3,3.5,FanDuel,2.65,2025-07-20 00:09:17
Primera División - Argentina,2025-07-21 20:15:00,San Martin de San Juan,Deportivo Riestra,2.29,3.65,Bovada,2.73,2025-07-20 00:09:17
Primera División - Argentina,2025-07-21 20:15:00,San Martin de San Juan,Deportivo Riestra,2.28,3.1,BetRivers,3.0,2025-07-20 00:09:17
Primera División - Argentina,2025-07-21 20:15:00,San Martin de San Juan,Deportivo Riestra,2.25,3.75,DraftKings,2.75,2025-07-20 00:09:17
Primera División - Argentina,2025-07-21 20:15:00,San Martin de San Juan,Deportivo Riestra,2.25,3.7,BetMGM,2.75,2025-07-20 00:09:17
Primera División - Argentina,2025-07-21 20:15:00,San Martin de San Juan,Deportivo Riestra,2.35,3.84,LowVig.ag,2.75,2025-07-20 00:09:17
Primera División - Argentina,2025-07-21 20:15:00,San Martin de San Juan,Deportivo Riestra,2.35,3.84,BetOnline.ag,2.75,2025-07-20 00:09:17
