Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
AFL,20250801,Adelaide Crows,Hawthorn Hawks,,,Unknown,f3ef2a581da738f300b1b754f5fb8408
AFL,20250801,Melbourne Demons,West Coast Eagles,,,Unknown,97babde9fd2a76d61de71876ecbcc20d
MMA,20250801,Nathan Kelly,Frederik Dupras,,,Unknown,ec95583de0bfae9f667d918323e9973c
MMA,20250801,Husein Kadimagomaev,Kyle Driscoll,,,Unknown,114c386c207f7a810978bc1c6b678aac
MMA,20250801,Matt Turnbull,Tom Pagliarulo,,,Unknown,81473b65510c3039f720a08d73f5c097
MMA,20250801,Nick Maximov,Renato Valente,,,Unknown,c26ea6433ccb201d584c84d01ee832f3
MMA,20250801,Sarek Shields,Nick Meck,,,Unknown,fc1e9b21da53b135387a18f0d1cbffd8
MMA,20250801,Jakub Kaszuba,Sergio Cossio Dominguez,,,Unknown,6a8d344d125ed76080f485948e6b2625
MMA,20250801,Jordan Newman,Eslam Baset,,,Unknown,2a67d01f5a73696e21c73dfd12f153cf
MMA,20250801,Asael Adjoudj,Yves Landu,,,Unknown,0e98816372c5e0e60a2ef31f25637f7f
MMA,20250801,Jesus Pinedo,Movlid Khaybulaev,,,Unknown,ff504936ea5311d4a1cb3c58641f8637
MMA,20250801,Thad Jean,Logan Storley,,,Unknown,336a53cab011167e2ea591a13d165f2f
NRL,20250801,New Zealand Warriors,Dolphins,,,Unknown,967a63cdda291b602922cf2196b2461c
NRL,20250801,Brisbane Broncos,South Sydney Rabbitohs,,,Unknown,bb96ed29dcc643e4d35d1a0564dab418
Austrian Football Bundesliga,20250801,LASK,Sturm Graz,,,Unknown,cccc679baebf8b8a7f60f33f4f057420
Belgium First Div,20250801,KV Mechelen,Club Brugge,,,Unknown,8fa8a225e3c233f34ff7ec0b2f38eab1
Denmark Superliga,20250801,FC Fredericia,FC Copenhagen,,,Unknown,c2b2813e919006c5711073001c2c7f3f
Denmark Superliga,20250801,Vejle Boldklub,OB Odense BK,,,Unknown,f508294524d65e0b8d5478fb5c8da967
League 1,20250801,Luton,Wimbledon,,,Unknown,d6a0965e9aab80ea6aa753ab7ac3462a
Bundesliga 2 - Germany,20250801,FC Schalke 04,Hertha Berlin,,,Unknown,2e95366765333dca99a8f7b2ea865f64
3. Liga - Germany,20250801,Rot-Weiss Essen,TSV 1860 München,,,Unknown,7f35adcdd9e10cbfc9f4c5ae9d1f3780
League of Ireland,20250801,Bohemians,Drogheda United,,,Unknown,e04caafb723aef67f13169f2872a0af6
League of Ireland,20250801,Cork City,Galway United,,,Unknown,b8b8d39f181fd3e77cdc609d40aedd1a
