Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
Copa Libertadores,20250813,Cerro Porteño,Estudiantes La Plata,,,Unknown,49cf2dd97ef7ad44c1715fa5da256603
Copa Libertadores,20250813,Flamengo-RJ,Internacional-RS,,,Unknown,c088af79bbab8d50b05e494f53e5a73a
EFL Cup,20250813,Barnsley,Fleetwood Town,,,Unknown,dc5111857390ff16eb61be8ab62bf829
EFL Cup,20250813,Bolton Wanderers,Sheffield Wednesday,,,Unknown,e3a104664ec1ab46992db0410d80c03b
EFL Cup,20250813,Cheltenham Town,Exeter City,,,Unknown,7b4f9fa164f11dae514793714219d436
EFL Cup,20250813,Huddersfield Town,Leicester City,,,Unknown,d8772ccfddeb75d6fdcc3e2a05a4d035
EFL Cup,20250813,Birmingham City,Sheffield United,,,Unknown,916cbaaa33ff7dafcf161948b69d38b7
