Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
Serie A - Italy,20250510,Lazio,Juventus,1,1,Completed,357aafcfe1f6bd39b8e82095e609728e
Serie A - Italy,20250510,Empoli,Parma,2,1,Completed,4ec2a32ed6ad9f43a7b6d1d222bc0588
League of Ireland,20250510,Sligo Rovers,Bohemians,0,1,Completed,a877b9c4d0363aa640984e6906c4be9f
Liga MX,20250510,Toluca,Monterrey,2,1,Completed,bbf151a71b7e4dac95389f58a9c9551a
Liga MX,20250510,América,Pachuca,,,Unknown,a65827bf182e79a554052ee7a28a0300
Dutch Eredivisie,20250510,RKC Waalwijk,Heerenveen,3,1,Completed,43e7229b04b7d6132c911c58c1090313
Dutch Eredivisie,20250510,Fortuna Sittard,NAC Breda,1,0,Completed,7d0917d91a552249e612107b155e20d6
Dutch Eredivisie,20250510,Almere City,Sparta Rotterdam,0,3,Completed,2a186d2dedb67903e6d7c5df0ab1987a
Primeira Liga - Portugal,20250510,Santa Clara,Famalicão,2,1,Completed,2ce4a74794ba6b98e5e09a9ea79a36d0
Primeira Liga - Portugal,20250510,Nacional,Rio Ave FC,3,3,Completed,288ca22918052c6ea636f2c820dfbfbf
Primeira Liga - Portugal,20250510,Benfica,Sporting Lisbon,1,1,Completed,1cde2254fbbc12a6e4569b6274efa76f
Primeira Liga - Portugal,20250510,Gil Vicente,Arouca,1,1,Completed,82ab38855cfc501aa46d5310c7d28743
Primeira Liga - Portugal,20250510,Casa Pia,Braga,2,1,Completed,78be96c6bee9fb172e196e023971c32f
La Liga - Spain,20250510,Valencia,Getafe,3,0,Completed,f19042508cb574c22ab7396f9c291b75
La Liga - Spain,20250510,Celta Vigo,Sevilla,3,2,Completed,8d73bb50f58329c394277cefdd3e2f3c
La Liga - Spain,20250510,Girona,Villarreal,0,1,Completed,aa34b7211da8b9aeb9ada5ba0f4a4451
La Liga - Spain,20250510,Mallorca,Valladolid,2,1,Completed,5302cd3a3cdf92822894f4be0c533afe
La Liga - Spain,20250510,Atlético Madrid,Real Sociedad,4,0,Completed,53741505009ae7fe1496442822b1e541
La Liga 2 - Spain,20250510,CD Mirandés,CD Castellón,3,2,Completed,8f9e8cf6e18e207718dad860117a9072
La Liga 2 - Spain,20250510,Sporting Gijón,Deportivo La Coruña,2,1,Completed,0f75bcecd0098b37305a9960324df203
La Liga 2 - Spain,20250510,Burgos CF,Córdoba,3,2,Completed,be0217b7844f8be642a4072eb2ece082
La Liga 2 - Spain,20250510,Elche,Levante,1,3,Completed,1233539fb84164f32549cd4ff94604bd
La Liga 2 - Spain,20250510,Zaragoza,FC Cartagena,3,2,Completed,a675d20691b5bf8dba9c411cb7212786
Premiership - Scotland,20250510,Celtic,Hibernian,3,1,Completed,b326a3b4d7879e37c0617e347987acc2
Premiership - Scotland,20250510,Dundee United,St Mirren,0,2,Completed,25b92217713cdefdaa35bec0d168a560
Premiership - Scotland,20250510,St Johnstone,Ross County,2,1,Completed,75b98ed2f4cfcb18a00f5dacddde1be7
Premiership - Scotland,20250510,Kilmarnock,Dundee FC,3,2,Completed,1932020ea91bead59cca729ab77f5dea
Premiership - Scotland,20250510,Hearts,Motherwell,3,0,Completed,44f69c5129cd38e2730015ea841b6044
Swiss Superleague,20250510,Yverdon Sport FC,FC Sion,1,1,Completed,9864d186361b83f776a24a18f090d40b
Swiss Superleague,20250510,FC St Gallen,FC Winterthur,1,4,Completed,0637d734d9ff90d325991bbbf04f9fad
Swiss Superleague,20250510,FC Zurich,Grasshopper Zürich,3,0,Completed,7aed7a0b1727c9738df6330bab5fd4f0
Swiss Superleague,20250510,FC Lugano,FC Basel,2,5,Completed,a71803ad9675416d3a3e66a7d10384f9
Turkey Super League,20250510,Eyüpspor,Kasimpasa SK,0,3,Completed,5d06d9d117b05f5e609d2e8be398dbee
Turkey Super League,20250510,Torku Konyaspor,Çaykur Rizespor,2,1,Completed,8f6eb1cc805281199618a713f220507d
Turkey Super League,20250510,Trabzonspor,Galatasaray,0,2,Completed,31f0a2cc763c8e88b19cee2e646149aa
