Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
Belgium First Div,20250316,Gent,KV Kortrijk,1,2,Completed,34a99df0455f98dadba964eeca7238ff
Belgium First Div,20250316,Leuven,Sint Truiden,3,2,Completed,cb63f624af6bb6d2645801369371d646
Denmark Superliga,20250316,Vejle Boldklub,AGF Aarhus,3,2,Completed,c27a03986623413bbf984f74d833a6cd
Denmark Superliga,20250316,SonderjyskE,AaB,0,3,Completed,ca960cd94cd1b6c20dc3da6380973194
Denmark Superliga,20250316,Brondby IF,Silkeborg IF,2,2,Completed,e47b1205b1c9169ed27e7b6be453967e
Denmark Superliga,20250316,Viborg FF,FC Copenhagen,3,2,Completed,950d217790ce957a0e8ff948cfd9dbcf
Denmark Superliga,20250316,FC Midtjylland,Randers FC,4,2,Completed,8d7cfaf98385b87df1e9bce8f8d9ca26
Denmark Superliga,20250316,Lyngby,FC Nordsjaelland,1,0,Completed,14b87deb8dd8ebdf374048472c3cb67e
Championship,20250316,Sheffield Wednesday,Sheffield United,0,1,Completed,8f418741b14c045944036bb43db8ea0e
EFL Cup,20250316,Liverpool,Newcastle United,1,2,Completed,5fe12baa4da1bbc38937ac468488ec87
EPL,20250316,Arsenal,Chelsea,1,0,Completed,d86e00f7febeb44667711f90ce301ec2
EPL,20250316,Fulham,Tottenham Hotspur,2,0,Completed,01c1b188470ec92eeb8e88a989ef1b1a
EPL,20250316,Leicester City,Manchester United,0,3,Completed,26f001bc7f494e5ea72b7010ff19587d
Ligue 1 - France,20250316,Lyon,Le Havre,4,2,Completed,3ec4e3cf8bbd9206d456e7466dc77a7b
Ligue 1 - France,20250316,Brest,Stade de Reims,0,0,Completed,8209e3db3b4563bba29c4042468a2170
Ligue 1 - France,20250316,Montpellier,Saint Etienne,,,Unknown,00fe462326c78dac442088bebf2d3550
Ligue 1 - France,20250316,Strasbourg,Toulouse,2,1,Completed,00c8fe4b9d37747922246b877ac87f11
Ligue 1 - France,20250316,Paris Saint Germain,Marseille,3,1,Completed,9e767b6b6bd5f0fe7fe3b4d2b5bfab8a
Bundesliga - Germany,20250316,VfL Bochum,Eintracht Frankfurt,1,3,Completed,50765079857d6e1a34dcb11f08098ef3
Bundesliga - Germany,20250316,1. FC Heidenheim,Holstein Kiel,3,1,Completed,22ffbcbc683d032e8384bcc84e0f12df
Bundesliga - Germany,20250316,VfB Stuttgart,Bayer Leverkusen,3,4,Completed,5b6b8d4e019cdc85f941ab9e34f666b4
Bundesliga 2 - Germany,20250316,1. FC Nürnberg,Greuther Fürth,3,0,Completed,4db659743918988ceeb052e64cb0ded9
Bundesliga 2 - Germany,20250316,Eintracht Braunschweig,Hertha Berlin,1,5,Completed,0ae439874af17270d8c6b8834f6af9dc
Bundesliga 2 - Germany,20250316,Karlsruher SC,SSV Ulm 1846,0,0,Completed,7036b5a1f0486c2ba11a53bdb040ea56
3. Liga - Germany,20250316,SV Sandhausen,FC Energie Cottbus,0,1,Completed,c5c6cd335175d5b19d03193a7d9d5d7e
3. Liga - Germany,20250316,Erzgebirge Aue,Waldhof Mannheim,0,1,Completed,50882072e7347eca0ae94e2bba657f3a
3. Liga - Germany,20250316,Alemannia Aachen,Hansa Rostock,2,1,Completed,0d5941fe4221b6c489dc69b088f16773
Serie A - Italy,20250316,Venezia,Napoli,0,0,Completed,5b61651e676f0532e38e893c197c187c
Serie A - Italy,20250316,Bologna,Lazio,5,0,Completed,6fd6e5e5582b9055ad821d8577f53dd8
Serie A - Italy,20250316,AS Roma,Cagliari,1,0,Completed,6de412c5f7567b0184bf3b4c3f00afb3
Serie A - Italy,20250316,Fiorentina,Juventus,3,0,Completed,4d5e9aadc5ee0c52e7cc5b1f677354cb
Serie A - Italy,20250316,Atalanta BC,Inter Milan,0,2,Completed,5660c860419ce561c31c72a70590a56f
Serie B - Italy,20250316,Südtirol,Carrarese,2,2,Completed,166532cf5b9725e129c283fa5a40dc56
Serie B - Italy,20250316,Reggiana,Sampdoria,2,2,Completed,a9e79cfd7a71e6c40d606ab06f465096
Serie B - Italy,20250316,Pisa,Mantova,3,1,Completed,db61d7190aa9d199e67921bdda5a7016
Serie B - Italy,20250316,US Catanzaro 1929,Cosenza,4,0,Completed,dc49db2f641109c4ffb45edec8ae4a65
Liga MX,20250316,Pumas,Monterrey,1,3,Completed,3413b23abb576cb0bd078f247ad31836
Liga MX,20250316,Pachuca,Tijuana,,,Unknown,4d2eb77d0093d9b8db176606b8b5141f
