Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
AFL,20250703,North Melbourne Kangaroos,Western Bulldogs,85,134,Completed,14e03cbd5559b98766ba1b0c841fc14a
Test Matches,20250703,England,India,,,Unknown,ab799df9803b79997ecacb565094242b
Test Matches,20250703,West Indies,Australia,,,Unknown,f3b93219c4d28ef4aa100c83f432678f
