Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
AFL,20250322,Port Adelaide Power,Richmond Tigers,140,68,Completed,d8306cebc4591da01cf6dbbec8dbf534
AFL,20250322,St Kilda Saints,Geelong Cats,98,91,Completed,380bff52951523582e03c5c659c21b7d
AFL,20250322,Brisbane Lions,West Coast Eagles,,,Unknown,f696793120a6d6c6359c7c68451f7068
NBA,20250322,Indiana Pacers,Brooklyn Nets,108,103,Completed,75ddda15d53676b7c81f9beb7241ecb2
NBA,20250322,Atlanta Hawks,Golden State Warriors,124,115,Completed,5b825671615ce28e719e8f99a2d0ba20
NBA,20250322,New York Knicks,Washington Wizards,122,103,Completed,7332ecff132c0766afafdd01c5ad2d02
NBA,20250322,Sacramento Kings,Milwaukee Bucks,,,Unknown,d3f0a7b40bf49f5772782507472c5e35
NBA,20250322,Los Angeles Lakers,Chicago Bulls,,,Unknown,b9c30f60c21bee7b9f52488c851a4e37
NBL,20250322,Illawarra Hawks,Melbourne United,,,Unknown,599e16a3641b31e61eb67c2b29ed42ee
NCAAB,20250322,Chattanooga Mocs,Dayton Flyers,87,72,Completed,f67cd7b78221e4a304ae4b592cb49e1e
NCAAB,20250322,Purdue Boilermakers,McNeese Cowboys,76,62,Completed,825fa25a56a1aa66b165cd490a14ebf1
NCAAB,20250322,George Mason Patriots,Bradley Braves,67,75,Completed,c03c1bd1d2a865779bde35e81a4636c1
NCAAB,20250322,St. John's Red Storm,Arkansas Razorbacks,66,75,Completed,8b182b848c33a27cedf6c0aaffe83d58
NCAAB,20250322,Texas A&M Aggies,Michigan Wolverines,79,91,Completed,d14317ca457e89020f70e6626287772d
NCAAB,20250322,Texas Tech Red Raiders,Drake Bulldogs,77,64,Completed,1ce48129cc34e00e76482ed78be4b820
NCAAB,20250322,Auburn Tigers,Creighton Bluejays,82,70,Completed,368a2a41d5755a2105d864570b332d20
NCAAB,20250322,Wisconsin Badgers,BYU Cougars,89,91,Completed,e9588a5ac96d554bb82f408b998e0617
NCAAB,20250322,Houston Cougars,Gonzaga Bulldogs,81,76,Completed,cee48e2a2178b941b7812630706a9f78
NCAAB,20250322,Tennessee Volunteers,UCLA Bruins,,,Unknown,5646efe9a934b4789e8ef316a1de1ac8
NHL,20250322,New York Rangers,Vancouver Canucks,5,3,Completed,4c86dfe938a210b6e4db314644ed69c5
NHL,20250322,Dallas Stars,Philadelphia Flyers,3,2,Completed,8928bb666ee1725d630a74e3b9275e9a
NHL,20250322,Minnesota Wild,Buffalo Sabres,4,1,Completed,92455b7a5edbeaf3dc0dadaf9656acee
NHL,20250322,St Louis Blues,Chicago Blackhawks,4,1,Completed,b470892213eff6289bab1518e7cb6295
NHL,20250322,New York Islanders,Calgary Flames,3,4,Completed,68cda098bf4c3c402e77ff73103ddd0d
NHL,20250322,Los Angeles Kings,Carolina Hurricanes,7,2,Completed,ceb21a3f990705dbac1ef2527405158e
NHL,20250322,Utah Hockey Club,Tampa Bay Lightning,6,4,Completed,bb8380ba257cd4d6ecde2cd12e49e07a
NHL,20250322,Washington Capitals,Florida Panthers,6,3,Completed,b7304f240885d52fe0a5de4e98d2bab7
NHL,20250322,Montréal Canadiens,Colorado Avalanche,4,5,Completed,964c0e00df3a82f3af839fa7bdcb5f3a
NHL,20250322,New Jersey Devils,Ottawa Senators,2,3,Completed,3c6cf214d6081f7a1ae7271e7ce50c15
NHL,20250322,Nashville Predators,Toronto Maple Leafs,5,2,Completed,16df063fda869e6cff9226eba4794550
NHL,20250322,Vegas Golden Knights,Detroit Red Wings,6,3,Completed,2c972fe3e18a4943cd6812a428b4f99e
