Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
NHL,20250322,Edmonton Oilers,Seattle Kraken,,,Unknown,add06f84a38dcb31f112dcac005fe48f
NHL,20250322,San Jose Sharks,Boston Bruins,,,Unknown,5b7b7fcbbbd7f6e75651deeca6832c56
NRL,20250322,Cronulla Sutherland Sharks,South Sydney Rabbitohs,27,12,Completed,e87afe7fb2bf7d4a0e0a4bff76c6b367
NRL,20250322,Dolphins,Wests Tigers,18,30,Completed,8841cc656866b4d6fb2f77499ad53ab9
NRL,20250322,Gold Coast Titans,Newcastle Knights,26,6,Completed,48a58167d5c2cc055c4565f19a5c32e6
League 1,20250322,Barnsley,Cambridge United,1,1,Completed,a958c39677b991736ae166622cdc9c34
League 1,20250322,Northampton Town,Blackpool,0,2,Completed,28ad1af42d45030bf30fdb4fa5842fd6
League 1,20250322,Crawley Town,Bristol Rovers,1,0,Completed,629d28932bcf7a90427c894fedf72da0
League 1,20250322,Peterborough United,Charlton Athletic,3,0,Completed,af288cd7297f1d09b6f3376b8680c06d
League 1,20250322,Lincoln City,Exeter City,0,0,Completed,f7f6fdb0306342465dffa0111b4840c6
League 1,20250322,Wrexham AFC,Stockport County FC,1,0,Completed,d40ab2de64f2fe7c24c27eb1c72b9a61
League 2,20250322,Notts County,Crewe Alexandra,0,0,Completed,ba4af2ca98fb673939b672e936ce88a3
League 2,20250322,Fleetwood Town,Tranmere Rovers,0,0,Completed,bf738ac6c4dfac9bdd3dcde74b9d8ac7
League 2,20250322,Swindon Town,Accrington Stanley,0,0,Completed,83b07d9e3460cf39d576ae70148f1cd1
League 2,20250322,Wimbledon,Barrow,2,2,Completed,c0d3657df65b997683fb9f51344dcd54
League 2,20250322,Bradford City,Colchester United,4,1,Completed,59ef5b8640da3bdf71e7db8294bbca8d
League 2,20250322,Carlisle United,Bromley FC,2,1,Completed,db6c68cda31d8673db4c069a2b8727f1
League 2,20250322,Cheltenham Town,Milton Keynes Dons,0,1,Completed,03a9555b8e56798e581237466a8a890d
League 2,20250322,Chesterfield FC,Harrogate Town,0,0,Completed,2db3dfc9f3a90593df3312733672a80b
League 2,20250322,Gillingham,Walsall,0,0,Completed,a6c461a40df7518e6915a6f31b8006cb
League 2,20250322,Port Vale,Morecambe,1,0,Completed,48cb3ca11c35b322391c26bde0edd9c4
League 2,20250322,Grimsby Town,Newport County,1,0,Completed,a348c5c890de5152cc650aecc66fc416
La Liga 2 - Spain,20250322,Elche,CD Eldense,2,0,Completed,c373e2e3c2f32c150b13621c216475b3
La Liga 2 - Spain,20250322,CD Mirandés,Real Racing Club de Santander,2,1,Completed,214243803dc00cb6c393965f5ce2924a
La Liga 2 - Spain,20250322,Málaga,Racing de Ferrol,2,0,Completed,20522b2998c2ee7ee45378fb26a6c5d7
La Liga 2 - Spain,20250322,Granada CF,Oviedo,1,0,Completed,e99a5abb5b3dbec1169fcc09961cdebf
