Sport,Match Date,Home Team,Away Team,Home Team Odds,Away Team Odds,Bookmaker,Draw Odds,Compiled_At
NBA,2025-03-12 19:40:00,Atlanta Hawks,Charlotte Hornets,1.282,3.8,DraftKings,,2025-03-11 21:21:17
NBA,2025-03-12 19:40:00,Atlanta Hawks,Charlotte Hornets,1.286,3.8,Fanatics,,2025-03-11 21:21:17
NBA,2025-03-12 19:40:00,Atlanta Hawks,Charlotte Hornets,1.28,3.76,MyBookie.ag,,2025-03-11 21:21:17
NBA,2025-03-12 19:40:00,Atlanta Hawks,Charlotte Hornets,1.278,3.9,FanDuel,,2025-03-11 21:21:17
NBA,2025-03-12 19:40:00,Atlanta Hawks,Charlotte Hornets,1.317,3.55,BetRivers,,2025-03-11 21:21:17
NBA,2025-03-12 19:40:00,Atlanta Hawks,Charlotte Hornets,1.282,3.78,Caesars,,2025-03-11 21:21:17
NBA,2025-03-12 19:40:00,Atlanta Hawks,Charlotte Hornets,1.286,3.8,BetMGM,,2025-03-11 21:21:17
NBA,2025-03-12 19:40:00,Boston Celtics,Oklahoma City Thunder,1.575,2.46,FanDuel,,2025-03-11 21:21:17
NBA,2025-03-12 19:40:00,Boston Celtics,Oklahoma City Thunder,1.571,2.42,MyBookie.ag,,2025-03-11 21:21:17
NBA,2025-03-12 19:40:00,Boston Celtics,Oklahoma City Thunder,1.588,2.4,Fanatics,,2025-03-11 21:21:17
NBA,2025-03-12 19:40:00,Boston Celtics,Oklahoma City Thunder,1.571,2.45,DraftKings,,2025-03-11 21:21:17
NBA,2025-03-12 19:40:00,Boston Celtics,Oklahoma City Thunder,1.565,2.48,BetRivers,,2025-03-11 21:21:17
NBA,2025-03-12 19:40:00,Boston Celtics,Oklahoma City Thunder,1.588,2.43,Caesars,,2025-03-11 21:21:17
NBA,2025-03-12 19:40:00,Boston Celtics,Oklahoma City Thunder,1.571,2.45,BetMGM,,2025-03-11 21:21:17
NBA,2025-03-12 19:40:00,Toronto Raptors,Philadelphia 76ers,1.602,2.4,DraftKings,,2025-03-11 21:21:17
NBA,2025-03-12 19:40:00,Toronto Raptors,Philadelphia 76ers,1.588,2.4,Fanatics,,2025-03-11 21:21:17
NBA,2025-03-12 19:40:00,Toronto Raptors,Philadelphia 76ers,1.621,2.31,MyBookie.ag,,2025-03-11 21:21:17
NBA,2025-03-12 19:40:00,Toronto Raptors,Philadelphia 76ers,1.617,2.36,FanDuel,,2025-03-11 21:21:17
NBA,2025-03-12 19:40:00,Toronto Raptors,Philadelphia 76ers,1.571,2.43,BetRivers,,2025-03-11 21:21:17
NBA,2025-03-12 19:40:00,Toronto Raptors,Philadelphia 76ers,1.606,2.4,Caesars,,2025-03-11 21:21:17
