Sport,Match Date,Home Team,Away Team,Home Team Odds,Away Team Odds,Bookmaker,Draw Odds,Compiled_At
AFL,2025-05-04 01:20:00,Hawthorn Hawks,Richmond Tigers,1.062,8.5,DraftKings,,2025-05-03 23:47:32
AFL,2025-05-04 01:20:00,Hawthorn Hawks,Richmond Tigers,1.036,12.0,Bovada,,2025-05-03 23:47:32
AFL,2025-05-04 05:20:00,Brisbane Lions,Gold Coast Suns,1.588,2.35,DraftKings,,2025-05-03 23:47:32
AFL,2025-05-04 05:20:00,Brisbane Lions,Gold Coast Suns,1.541,2.4,Bovada,,2025-05-03 23:47:32
AFL,2025-05-04 05:20:00,Brisbane Lions,Gold Coast Suns,1.541,2.55,BetUS,,2025-05-03 23:47:32
NBA,2025-05-04 18:05:00,Cleveland Cavaliers,Indiana Pacers,1.299,3.7,FanDuel,,2025-05-03 23:47:32
NBA,2025-05-04 18:05:00,Cleveland Cavaliers,Indiana Pacers,1.286,3.75,BetMGM,,2025-05-03 23:47:32
NBA,2025-05-04 18:05:00,Cleveland Cavaliers,Indiana Pacers,1.278,3.77,MyBookie.ag,,2025-05-03 23:47:32
NBA,2025-05-04 18:05:00,Cleveland Cavaliers,Indiana Pacers,1.286,3.6,Fanatics,,2025-05-03 23:47:32
NBA,2025-05-04 18:05:00,Cleveland Cavaliers,Indiana Pacers,1.308,3.6,DraftKings,,2025-05-03 23:47:32
NBA,2025-05-04 18:05:00,Cleveland Cavaliers,Indiana Pacers,1.298,3.78,LowVig.ag,,2025-05-03 23:47:32
NBA,2025-05-04 18:05:00,Cleveland Cavaliers,Indiana Pacers,1.294,3.74,BetOnline.ag,,2025-05-03 23:47:32
NBA,2025-05-04 18:05:00,Cleveland Cavaliers,Indiana Pacers,1.286,3.75,Bovada,,2025-05-03 23:47:32
NBA,2025-05-04 18:05:00,Cleveland Cavaliers,Indiana Pacers,1.299,3.65,BetRivers,,2025-05-03 23:47:32
NBA,2025-05-04 18:05:00,Cleveland Cavaliers,Indiana Pacers,1.286,3.75,Caesars,,2025-05-03 23:47:32
NBA,2025-05-04 18:05:00,Cleveland Cavaliers,Indiana Pacers,1.294,3.75,BetUS,,2025-05-03 23:47:32
NBA,2025-05-04 20:35:00,Houston Rockets,Golden State Warriors,1.704,2.2,DraftKings,,2025-05-03 23:47:32
NBA,2025-05-04 20:35:00,Houston Rockets,Golden State Warriors,1.704,2.2,FanDuel,,2025-05-03 23:47:32
NBA,2025-05-04 20:35:00,Houston Rockets,Golden State Warriors,1.69,2.2,Fanatics,,2025-05-03 23:47:32
NBA,2025-05-04 20:35:00,Houston Rockets,Golden State Warriors,1.725,2.22,LowVig.ag,,2025-05-03 23:47:32
NBA,2025-05-04 20:35:00,Houston Rockets,Golden State Warriors,1.719,2.17,BetRivers,,2025-05-03 23:47:32
NBA,2025-05-04 20:35:00,Houston Rockets,Golden State Warriors,1.714,2.2,BetOnline.ag,,2025-05-03 23:47:32
NBA,2025-05-04 20:35:00,Houston Rockets,Golden State Warriors,1.714,2.15,BetMGM,,2025-05-03 23:47:32
NBA,2025-05-04 20:35:00,Houston Rockets,Golden State Warriors,1.69,2.25,Bovada,,2025-05-03 23:47:32
NBA,2025-05-04 20:35:00,Houston Rockets,Golden State Warriors,1.709,2.15,MyBookie.ag,,2025-05-03 23:47:32
NBA,2025-05-04 20:35:00,Houston Rockets,Golden State Warriors,1.714,2.18,Caesars,,2025-05-03 23:47:32
NBA,2025-05-04 20:35:00,Houston Rockets,Golden State Warriors,1.69,2.25,BetUS,,2025-05-03 23:47:32
Boxing,2025-05-04 18:15:00,Ra'eese Aleem,Rudy Garcia,1.071,8.5,DraftKings,,2025-05-03 23:47:32
