Sport,Match Date,Home Team,Away Team,Home Team Odds,Away Team Odds,Bookmaker,Draw Odds,Compiled_At
NBA,2025-04-07 19:10:00,Detroit Pistons,Sacramento Kings,1.345,3.45,BetOnline.ag,,2025-04-06 23:37:41
NBA,2025-04-07 19:10:00,Detroit Pistons,Sacramento Kings,1.345,3.45,LowVig.ag,,2025-04-06 23:37:41
NBA,2025-04-07 19:10:00,Detroit Pistons,Sacramento Kings,1.364,3.2,Fanatics,,2025-04-06 23:37:41
NBA,2025-04-07 19:10:00,Detroit Pistons,Sacramento Kings,1.345,3.35,DraftKings,,2025-04-06 23:37:41
NBA,2025-04-07 19:10:00,Detroit Pistons,Sacramento Kings,1.34,3.28,MyBookie.ag,,2025-04-06 23:37:41
NBA,2025-04-07 19:10:00,Detroit Pistons,Sacramento Kings,1.339,3.3,BetMGM,,2025-04-06 23:37:41
NBA,2025-04-07 19:10:00,Detroit Pistons,Sacramento Kings,1.333,3.5,Bovada,,2025-04-06 23:37:41
NBA,2025-04-07 19:10:00,Detroit Pistons,Sacramento Kings,1.364,3.25,FanDuel,,2025-04-06 23:37:41
NBA,2025-04-07 19:10:00,Detroit Pistons,Sacramento Kings,1.328,3.4,Caesars,,2025-04-06 23:37:41
NBA,2025-04-07 19:40:00,Miami Heat,Philadelphia 76ers,1.1,7.5,DraftKings,,2025-04-06 23:37:41
NBA,2025-04-07 19:40:00,Miami Heat,Philadelphia 76ers,1.1,7.5,Fanatics,,2025-04-06 23:37:41
NBA,2025-04-07 19:40:00,Miami Heat,Philadelphia 76ers,1.1,7.15,MyBookie.ag,,2025-04-06 23:37:41
NBA,2025-04-07 19:40:00,Miami Heat,Philadelphia 76ers,1.105,7.5,BetOnline.ag,,2025-04-06 23:37:41
NBA,2025-04-07 19:40:00,Miami Heat,Philadelphia 76ers,1.105,7.5,LowVig.ag,,2025-04-06 23:37:41
NBA,2025-04-07 19:40:00,Miami Heat,Philadelphia 76ers,1.091,7.5,BetMGM,,2025-04-06 23:37:41
NBA,2025-04-07 19:40:00,Miami Heat,Philadelphia 76ers,1.1,7.25,Bovada,,2025-04-06 23:37:41
NBA,2025-04-07 19:40:00,Miami Heat,Philadelphia 76ers,1.105,7.4,FanDuel,,2025-04-06 23:37:41
NBA,2025-04-07 19:40:00,Miami Heat,Philadelphia 76ers,1.1,7.5,Caesars,,2025-04-06 23:37:41
NCAAB,2025-04-07 20:50:00,Houston Cougars,Florida Gators,1.98,1.847,FanDuel,,2025-04-06 23:37:41
NCAAB,2025-04-07 20:50:00,Houston Cougars,Florida Gators,1.971,1.855,LowVig.ag,,2025-04-06 23:37:41
NCAAB,2025-04-07 20:50:00,Houston Cougars,Florida Gators,1.971,1.855,BetOnline.ag,,2025-04-06 23:37:41
