Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
AFL,20250605,Western Bulldogs,Hawthorn Hawks,59,81,Completed,2239c9004ddb0bca6292434b684561e9
NBA,20250605,Oklahoma City Thunder,Indiana Pacers,110,111,Completed,c551e57315cc318feea2aea6a316457b
NBA,20250605,Oklahoma City Thunder,Indiana Pacers,,,Unknown,46824344ea7ec8ac8ae11661eb812d50
NRL,20250605,Newcastle Knights,Manly Warringah Sea Eagles,26,22,Completed,f39c26f24bf5f2fdd7d3e3cf0d627c3b
