Sport,Match Date,Home Team,Away Team,Home Team Odds,Away Team Odds,Bookmaker,Compiled_At
NBA,2025-01-25 12:00:00,San Antonio Spurs,Indiana Pacers,2.1,1.769,DraftKings,2025-01-25 05:11:50
NBA,2025-01-25 12:00:00,San Antonio Spurs,Indiana Pacers,2.05,1.8,Bovada,2025-01-25 05:11:50
NBA,2025-01-25 12:00:00,San Antonio Spurs,Indiana Pacers,2.1,1.769,Caesars,2025-01-25 05:11:50
NBA,2025-01-25 12:00:00,San Antonio Spurs,Indiana Pacers,2.05,1.769,BetMGM,2025-01-25 05:11:50
NBA,2025-01-25 12:00:00,San Antonio Spurs,Indiana Pacers,2.07,1.8,BetRivers,2025-01-25 05:11:50
NBA,2025-01-25 12:00:00,San Antonio Spurs,Indiana Pacers,2.16,1.735,FanDuel,2025-01-25 05:11:50
NBA,2025-01-25 12:00:00,San Antonio Spurs,Indiana Pacers,2.05,1.8,BetOnline.ag,2025-01-25 05:11:50
NBA,2025-01-25 12:00:00,San Antonio Spurs,Indiana Pacers,2.05,1.8,LowVig.ag,2025-01-25 05:11:50
NBA,2025-01-25 12:00:00,San Antonio Spurs,Indiana Pacers,2.05,1.8,BetUS,2025-01-25 05:11:50
NBA,2025-01-25 15:10:00,Minnesota Timberwolves,Denver Nuggets,2.55,1.571,BetOnline.ag,2025-01-25 05:11:50
NBA,2025-01-25 15:10:00,Minnesota Timberwolves,Denver Nuggets,2.55,1.571,LowVig.ag,2025-01-25 05:11:50
NBA,2025-01-25 15:10:00,Minnesota Timberwolves,Denver Nuggets,2.56,1.538,FanDuel,2025-01-25 05:11:50
NBA,2025-01-25 15:10:00,Minnesota Timberwolves,Denver Nuggets,2.5,1.556,DraftKings,2025-01-25 05:11:50
NBA,2025-01-25 15:10:00,Minnesota Timberwolves,Denver Nuggets,2.43,1.588,Caesars,2025-01-25 05:11:50
NBA,2025-01-25 15:10:00,Minnesota Timberwolves,Denver Nuggets,2.45,1.571,BetRivers,2025-01-25 05:11:50
NBA,2025-01-25 15:10:00,Minnesota Timberwolves,Denver Nuggets,2.5,1.541,BetMGM,2025-01-25 05:11:50
NBA,2025-01-25 15:10:00,Minnesota Timberwolves,Denver Nuggets,2.5,1.571,BetUS,2025-01-25 05:11:50
NBA,2025-01-25 15:10:00,Minnesota Timberwolves,Denver Nuggets,2.6,1.541,Bovada,2025-01-25 05:11:50
NBA,2025-01-25 17:40:00,Dallas Mavericks,Boston Celtics,3.7,1.308,BetOnline.ag,2025-01-25 05:11:50
NBA,2025-01-25 17:40:00,Dallas Mavericks,Boston Celtics,3.7,1.308,LowVig.ag,2025-01-25 05:11:50
NBA,2025-01-25 17:40:00,Dallas Mavericks,Boston Celtics,3.45,1.333,FanDuel,2025-01-25 05:11:50
NBA,2025-01-25 17:40:00,Dallas Mavericks,Boston Celtics,3.5,1.323,DraftKings,2025-01-25 05:11:50
NBA,2025-01-25 17:40:00,Dallas Mavericks,Boston Celtics,3.5,1.312,Caesars,2025-01-25 05:11:50
NBA,2025-01-25 17:40:00,Dallas Mavericks,Boston Celtics,3.6,1.308,BetMGM,2025-01-25 05:11:50
NBA,2025-01-25 17:40:00,Dallas Mavericks,Boston Celtics,3.4,1.339,BetRivers,2025-01-25 05:11:50
NBA,2025-01-25 17:40:00,Dallas Mavericks,Boston Celtics,3.65,1.308,BetUS,2025-01-25 05:11:50
NBA,2025-01-25 17:40:00,Dallas Mavericks,Boston Celtics,3.6,1.312,Bovada,2025-01-25 05:11:50
NBA,2025-01-25 18:10:00,Brooklyn Nets,Miami Heat,4.05,1.267,BetOnline.ag,2025-01-25 05:11:50
NBA,2025-01-25 18:10:00,Brooklyn Nets,Miami Heat,4.05,1.267,LowVig.ag,2025-01-25 05:11:50
NBA,2025-01-25 18:10:00,Brooklyn Nets,Miami Heat,4.1,1.253,DraftKings,2025-01-25 05:11:50
NBA,2025-01-25 18:10:00,Brooklyn Nets,Miami Heat,4.2,1.238,Caesars,2025-01-25 05:11:50
NBA,2025-01-25 18:10:00,Brooklyn Nets,Miami Heat,4.15,1.25,FanDuel,2025-01-25 05:11:50
NBA,2025-01-25 18:10:00,Brooklyn Nets,Miami Heat,4.1,1.25,BetMGM,2025-01-25 05:11:50
NBA,2025-01-25 18:10:00,Brooklyn Nets,Miami Heat,3.85,1.27,Bovada,2025-01-25 05:11:50
NBA,2025-01-25 18:10:00,Brooklyn Nets,Miami Heat,4.1,1.25,BetRivers,2025-01-25 05:11:50
NBA,2025-01-25 19:10:00,Charlotte Hornets,New Orleans Pelicans,2.34,1.633,FanDuel,2025-01-25 05:11:50
NBA,2025-01-25 19:10:00,Charlotte Hornets,New Orleans Pelicans,2.36,1.617,DraftKings,2025-01-25 05:11:50
NBA,2025-01-25 19:10:00,Charlotte Hornets,New Orleans Pelicans,2.4,1.606,Caesars,2025-01-25 05:11:50
NBA,2025-01-25 19:10:00,Charlotte Hornets,New Orleans Pelicans,2.4,1.625,LowVig.ag,2025-01-25 05:11:50
NBA,2025-01-25 19:10:00,Charlotte Hornets,New Orleans Pelicans,2.4,1.625,BetOnline.ag,2025-01-25 05:11:50
NBA,2025-01-25 19:10:00,Charlotte Hornets,New Orleans Pelicans,2.35,1.625,Bovada,2025-01-25 05:11:50
NBA,2025-01-25 19:10:00,Charlotte Hornets,New Orleans Pelicans,2.35,1.625,BetMGM,2025-01-25 05:11:50
NBA,2025-01-25 19:10:00,Orlando Magic,Detroit Pistons,1.704,2.2,DraftKings,2025-01-25 05:11:50
NBA,2025-01-25 19:10:00,Orlando Magic,Detroit Pistons,1.641,2.32,FanDuel,2025-01-25 05:11:50
NBA,2025-01-25 19:10:00,Orlando Magic,Detroit Pistons,1.69,2.22,Caesars,2025-01-25 05:11:50
NBA,2025-01-25 19:10:00,Orlando Magic,Detroit Pistons,1.676,2.25,BetRivers,2025-01-25 05:11:50
NBA,2025-01-25 19:10:00,Orlando Magic,Detroit Pistons,1.714,2.2,LowVig.ag,2025-01-25 05:11:50
NBA,2025-01-25 19:10:00,Orlando Magic,Detroit Pistons,1.714,2.2,BetOnline.ag,2025-01-25 05:11:50
NBA,2025-01-25 19:10:00,Orlando Magic,Detroit Pistons,1.69,2.2,BetMGM,2025-01-25 05:11:50
NBA,2025-01-25 19:10:00,Orlando Magic,Detroit Pistons,1.714,2.2,BetUS,2025-01-25 05:11:50
NBA,2025-01-25 19:10:00,Orlando Magic,Detroit Pistons,1.714,2.2,Bovada,2025-01-25 05:11:50
NBA,2025-01-25 19:40:00,Atlanta Hawks,Toronto Raptors,1.556,2.5,DraftKings,2025-01-25 05:11:50
NBA,2025-01-25 19:40:00,Atlanta Hawks,Toronto Raptors,1.562,2.5,FanDuel,2025-01-25 05:11:50
NBA,2025-01-25 19:40:00,Atlanta Hawks,Toronto Raptors,1.556,2.52,Caesars,2025-01-25 05:11:50
NBA,2025-01-25 19:40:00,Atlanta Hawks,Toronto Raptors,1.599,2.4,BetRivers,2025-01-25 05:11:50
NBA,2025-01-25 19:40:00,Atlanta Hawks,Toronto Raptors,1.571,2.55,LowVig.ag,2025-01-25 05:11:50
