Sport,Match Date,Home Team,Away Team,Home Team Odds,Away Team Odds,Bookmaker,Draw Odds,Compiled_At
Test Matches,2025-06-23 06:00:00,England,India,2.4,2.23,BetRivers,,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Bohemians,Shamrock Rovers,3.3,2.1,FanDuel,3.1,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Bohemians,Shamrock Rovers,3.35,2.06,BetRivers,3.5,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Bohemians,Shamrock Rovers,3.3,2.15,Bovada,3.2,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Bohemians,Shamrock Rovers,3.3,2.15,BetUS,3.2,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Bohemians,Shamrock Rovers,3.25,2.1,BetMGM,3.2,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Bohemians,Shamrock Rovers,3.45,2.15,DraftKings,3.2,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Bohemians,Shamrock Rovers,3.25,2.2,LowVig.ag,3.15,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Bohemians,Shamrock Rovers,3.25,2.2,BetOnline.ag,3.15,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Cork City,Drogheda United,2.85,2.4,FanDuel,3.1,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Cork City,Drogheda United,2.7,2.45,BetRivers,3.45,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Cork City,Drogheda United,2.8,2.5,Bovada,3.15,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Cork City,Drogheda United,2.8,2.5,BetUS,3.15,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Cork City,Drogheda United,2.75,2.38,BetMGM,3.2,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Cork City,Drogheda United,2.75,2.55,DraftKings,3.25,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Cork City,Drogheda United,2.67,2.47,LowVig.ag,3.35,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Cork City,Drogheda United,2.67,2.47,BetOnline.ag,3.35,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,St Patricks Athletic,Derry City,2.25,3.1,FanDuel,3.0,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,St Patricks Athletic,Derry City,2.28,3.0,BetRivers,3.3,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,St Patricks Athletic,Derry City,2.3,3.1,Bovada,3.1,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,St Patricks Athletic,Derry City,2.3,3.1,BetUS,3.1,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,St Patricks Athletic,Derry City,2.2,3.1,BetMGM,3.1,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,St Patricks Athletic,Derry City,2.3,3.25,DraftKings,3.15,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,St Patricks Athletic,Derry City,2.29,3.0,LowVig.ag,3.2,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,St Patricks Athletic,Derry City,2.29,3.0,BetOnline.ag,3.2,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Sligo Rovers,Galway United,2.95,2.2,FanDuel,3.3,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Sligo Rovers,Galway United,3.05,2.25,BetRivers,3.35,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Sligo Rovers,Galway United,2.95,2.25,Bovada,3.3,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Sligo Rovers,Galway United,2.95,2.25,BetUS,3.3,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Sligo Rovers,Galway United,2.95,2.25,BetMGM,3.2,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Sligo Rovers,Galway United,3.05,2.3,DraftKings,3.35,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Sligo Rovers,Galway United,2.89,2.28,LowVig.ag,3.4,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Sligo Rovers,Galway United,2.89,2.28,BetOnline.ag,3.4,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Waterford FC,Shelbourne Dublin,2.7,2.5,FanDuel,3.1,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Waterford FC,Shelbourne Dublin,2.75,2.4,BetRivers,3.4,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Waterford FC,Shelbourne Dublin,2.7,2.55,Bovada,3.2,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Waterford FC,Shelbourne Dublin,2.7,2.55,BetUS,3.2,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Waterford FC,Shelbourne Dublin,2.6,2.45,BetMGM,3.25,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Waterford FC,Shelbourne Dublin,2.7,2.55,DraftKings,3.3,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Waterford FC,Shelbourne Dublin,2.57,2.54,LowVig.ag,3.35,2025-06-22 23:57:48
League of Ireland,2025-06-23 14:45:00,Waterford FC,Shelbourne Dublin,2.57,2.54,BetOnline.ag,3.35,2025-06-22 23:57:48
