Sport,Match Date,Home Team,Away Team,Home Team Odds,Away Team Odds,Bookmaker,Draw Odds,Compiled_At
AFL,2025-05-01 05:30:00,Essendon Bombers,North Melbourne Kangaroos,1.408,2.9,DraftKings,,2025-04-30 23:49:03
AFL,2025-05-01 05:30:00,Essendon Bombers,North Melbourne Kangaroos,1.351,3.1,Bovada,,2025-04-30 23:49:03
AFL,2025-05-01 05:30:00,Essendon Bombers,North Melbourne Kangaroos,1.455,2.8,BetUS,,2025-04-30 23:49:03
Basketball Euroleague,2025-05-01 15:00:00,Real Madrid,Olympiacos,1.704,2.2,DraftKings,,2025-04-30 23:49:03
Basketball Euroleague,2025-05-01 15:00:00,Real Madrid,Olympiacos,1.667,2.3,LowVig.ag,,2025-04-30 23:49:03
Basketball Euroleague,2025-05-01 15:00:00,Real Madrid,Olympiacos,1.667,2.3,BetOnline.ag,,2025-04-30 23:49:03
Basketball Euroleague,2025-05-01 15:00:00,Real Madrid,Olympiacos,1.69,2.2,Bovada,,2025-04-30 23:49:03
NBA,2025-05-01 19:30:00,Detroit Pistons,New York Knicks,1.82,2.02,DraftKings,,2025-04-30 23:49:03
NBA,2025-05-01 19:30:00,Detroit Pistons,New York Knicks,1.847,1.98,BetOnline.ag,,2025-04-30 23:49:03
NBA,2025-05-01 19:30:00,Detroit Pistons,New York Knicks,1.847,2.0,FanDuel,,2025-04-30 23:49:03
NBA,2025-05-01 19:30:00,Detroit Pistons,New York Knicks,1.862,2.0,LowVig.ag,,2025-04-30 23:49:03
NBA,2025-05-01 19:30:00,Detroit Pistons,New York Knicks,1.833,2.0,BetMGM,,2025-04-30 23:49:03
NBA,2025-05-01 19:30:00,Detroit Pistons,New York Knicks,1.87,1.952,Bovada,,2025-04-30 23:49:03
NBA,2025-05-01 19:30:00,Detroit Pistons,New York Knicks,1.8,2.02,MyBookie.ag,,2025-04-30 23:49:03
NBA,2025-05-01 19:30:00,Detroit Pistons,New York Knicks,1.8,2.05,Caesars,,2025-04-30 23:49:03
NBA,2025-05-01 19:30:00,Detroit Pistons,New York Knicks,1.833,2.0,Fanatics,,2025-04-30 23:49:03
NBA,2025-05-01 19:30:00,Detroit Pistons,New York Knicks,1.82,2.02,BetRivers,,2025-04-30 23:49:03
NBA,2025-05-01 19:30:00,Detroit Pistons,New York Knicks,1.833,2.0,BetUS,,2025-04-30 23:49:03
NBA,2025-05-01 22:00:00,Los Angeles Clippers,Denver Nuggets,1.345,3.35,FanDuel,,2025-04-30 23:49:03
NBA,2025-05-01 22:00:00,Los Angeles Clippers,Denver Nuggets,1.351,3.3,DraftKings,,2025-04-30 23:49:03
NBA,2025-05-01 22:00:00,Los Angeles Clippers,Denver Nuggets,1.364,3.2,Fanatics,,2025-04-30 23:49:03
NBA,2025-05-01 22:00:00,Los Angeles Clippers,Denver Nuggets,1.38,3.22,LowVig.ag,,2025-04-30 23:49:03
NBA,2025-05-01 22:00:00,Los Angeles Clippers,Denver Nuggets,1.351,3.3,BetMGM,,2025-04-30 23:49:03
NBA,2025-05-01 22:00:00,Los Angeles Clippers,Denver Nuggets,1.377,3.19,BetOnline.ag,,2025-04-30 23:49:03
