Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
AFL,20250627,Sydney Swans,Western Bulldogs,96,105,Completed,9aee0dbabb50940da259d9c5f0c026e1
AFL,20250627,Gold Coast Suns,Melbourne Demons,,,Unknown,c48f16a99cea16b6693ccfdd2d6c803d
Boxing,20250627,Deontay Wilder,Tyrrell Anthony Herndon,,,Unknown,2a8ca4e2478fd7fc3455faadc34382af
MMA,20250627,Raufeon Stots,Sergio Pettis,,,Unknown,b7a29b3590cdbf602692df18e077bd6c
NRL,20250627,Manly Warringah Sea Eagles,Wests Tigers,28,10,Completed,e3861f8e0a5b9342711de0d1505fba8a
NRL,20250627,Newcastle Knights,Canberra Raiders,18,22,Completed,c62b2370fc5d6da2c76fa5225decc8ea
League of Ireland,20250627,Galway United,Shelbourne Dublin,1,1,Completed,e4627bc353b9646674bddfdd9583ff6f
League of Ireland,20250627,Bohemians,Sligo Rovers,1,1,Completed,745b6031b6fb8891a976ffa07d120db7
League of Ireland,20250627,Cork City,St Patricks Athletic,0,0,Completed,d4a8cb00cd4f39213ba8a737493288a7
League of Ireland,20250627,Derry City,Drogheda United,3,0,Completed,594ada9f2795ffa234d10dcc5aa1fe19
League of Ireland,20250627,Shamrock Rovers,Waterford FC,1,0,Completed,1912c1a45398e59290d3fa3ee031c4aa
