Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
Championship,20250418,Stoke City,Sheffield Wednesday,2,0,Completed,be56c33c3c71472fed2e58959be9be7d
Championship,20250418,Sheffield United,Cardiff City,2,0,Completed,6e48d78a0dfac48a63bd3c3736adba98
Championship,20250418,Oxford United,Leeds United,0,1,Completed,e0c43e55470e1615c96430654cd2f5cf
League 1,20250418,Exeter City,Burton Albion,0,0,Completed,fb84c75a12bb5f925164c869d47d247d
League 1,20250418,Leyton Orient,Barnsley,4,3,Completed,d978979597bb7bb2acd81d4578822b72
League 1,20250418,Birmingham City,Crawley Town,0,0,Completed,8bcf6e6e8b0653406e8dfcf52d033594
League 1,20250418,Stevenage,Blackpool,1,3,Completed,e55001748342764c6324e011d3b6da9e
League 1,20250418,Bolton Wanderers,Wycombe Wanderers,0,2,Completed,09e55af8948cd70204efc9bf08145ccc
League 1,20250418,Wrexham AFC,Bristol Rovers,1,1,Completed,d2b201c45bab06863177e48baf03d507
League 1,20250418,Huddersfield Town,Cambridge United,1,2,Completed,0e6e9c84adb0414bbe6a9251f40ef231
League 1,20250418,Charlton Athletic,Northampton Town,2,1,Completed,5737b1c57d010da1997bcdf1b3e2cabe
League 1,20250418,Reading,Lincoln City,0,1,Completed,caabd92d13247fff3dee4a52563c59ac
League 1,20250418,Rotherham United,Mansfield Town,3,3,Completed,447797125739b8e8981a8cc46a0058fc
League 1,20250418,Peterborough United,Stockport County FC,1,1,Completed,43650fe46704496c1a97eb7b8c41c52c
League 1,20250418,Shrewsbury Town,Wigan Athletic,0,1,Completed,dc8a6bae6555f332e3027965bd7750d8
League 2,20250418,Salford City,Accrington Stanley,1,2,Completed,85dd0fae055df648e1894fa3daebc947
League 2,20250418,Fleetwood Town,Barrow,0,0,Completed,e31f4cf113f57176fb4868f78785c029
League 2,20250418,Bromley FC,Morecambe,1,0,Completed,3483843c48fe7dddb6e1490ca70df4b5
League 2,20250418,Carlisle United,Port Vale,3,2,Completed,9835b8d67ea89203b98e65e304800c8d
League 2,20250418,Cheltenham Town,Gillingham,1,1,Completed,353f45712d8037e4eda44a24b69ab14a
League 2,20250418,Wimbledon,Chesterfield FC,0,0,Completed,a90e53dd41d821911ee4d704b6014bc3
League 2,20250418,Colchester United,Crewe Alexandra,0,0,Completed,9cd1546dedf7ce80c8996185e7438408
League 2,20250418,Tranmere Rovers,Doncaster Rovers,0,3,Completed,cf3b4b048d5668953dddd2a7258de0ff
League 2,20250418,Grimsby Town,Swindon Town,0,4,Completed,1a63395db981c0f3a54e2039354e4c23
League 2,20250418,Walsall,Harrogate Town,2,2,Completed,f4f601ceb3eb690be0f8dc3fdb7fd6ce
League 2,20250418,Milton Keynes Dons,Newport County,0,0,Completed,5b1f261f744528a19922a69b3380b618
Ligue 1 - France,20250418,Rennes,Nantes,2,1,Completed,48707ed69dbeca9ac8984905b18d8194
Ligue 2 - France,20250418,AC Ajaccio,Pau FC,1,1,Completed,eb31bd4be441ac9748e1c39c36d61e6d
Ligue 2 - France,20250418,Amiens,Guingamp,3,2,Completed,8c6c7293701a538ceee688f4bea7ba32
Ligue 2 - France,20250418,Caen,FC Martigues,0,3,Completed,5b1dd711e71b4ce9de7eb61ff31abb99
Ligue 2 - France,20250418,Clermont,Troyes,0,2,Completed,e3b924a179793f827acc8cb1f40ae6ac
Ligue 2 - France,20250418,USL Dunkerque,Grenoble,2,0,Completed,814f4c2341c92215b20002877079afd3
Ligue 2 - France,20250418,Stade Lavallois,Rodez AF,2,1,Completed,4c0a888e2b65552c9a92ea4de89086c3
League of Ireland,20250418,Bohemians,Cork City,1,0,Completed,7041d0a50ecb43371b453e9c1a2bad62
League of Ireland,20250418,Galway United,Derry City,2,3,Completed,36b0ddd65eb59ec157761c1368d41eca
League of Ireland,20250418,Drogheda United,Shelbourne Dublin,2,2,Completed,be7ce3837f846ac677a65b63ea9e7468
League of Ireland,20250418,St Patricks Athletic,Shamrock Rovers,2,2,Completed,425066f88f6f24d6558c6b849be23a57
League of Ireland,20250418,Waterford FC,Sligo Rovers,0,4,Completed,7f81b60d6798f52f0aea028c07476dc8
Liga MX,20250418,Puebla,Necaxa,0,1,Completed,9c9d4bbffcafee0c1af2f10f0532a698
