Sport,Match Date,Home Team,Away Team,Home Team Odds,Away Team Odds,Bookmaker,Compiled_At
Basketball Euroleague,2025-02-06 12:30:00,Fenerbahce SK,Real Madrid,1.488,2.7,DraftKings,2025-02-06 05:14:40
Basketball Euroleague,2025-02-06 12:30:00,Fenerbahce SK,Real Madrid,1.476,2.7,Bovada,2025-02-06 05:14:40
Basketball Euroleague,2025-02-06 12:30:00,Fenerbahce SK,Real Madrid,1.498,2.71,LowVig.ag,2025-02-06 05:14:40
Basketball Euroleague,2025-02-06 12:30:00,Fenerbahce SK,Real Madrid,1.498,2.71,BetOnline.ag,2025-02-06 05:14:40
Basketball Euroleague,2025-02-06 12:30:00,Fenerbahce SK,Real Madrid,1.45,2.62,BetUS,2025-02-06 05:14:40
Basketball Euroleague,2025-02-06 13:00:00,ALBA Berlin,KK Crvena zvezda,4.1,1.253,DraftKings,2025-02-06 05:14:40
Basketball Euroleague,2025-02-06 13:00:00,ALBA Berlin,KK Crvena zvezda,4.0,1.25,Bovada,2025-02-06 05:14:40
Basketball Euroleague,2025-02-06 13:00:00,ALBA Berlin,KK Crvena zvezda,4.17,1.252,BetOnline.ag,2025-02-06 05:14:40
Basketball Euroleague,2025-02-06 13:00:00,ALBA Berlin,KK Crvena zvezda,4.17,1.252,LowVig.ag,2025-02-06 05:14:40
Basketball Euroleague,2025-02-06 13:00:00,ALBA Berlin,KK Crvena zvezda,3.53,1.248,BetUS,2025-02-06 05:14:40
Basketball Euroleague,2025-02-06 13:00:00,Žalgiris,Pallacanestro Olimpia Milano,1.556,2.5,DraftKings,2025-02-06 05:14:40
Basketball Euroleague,2025-02-06 13:00:00,Žalgiris,Pallacanestro Olimpia Milano,1.556,2.5,Bovada,2025-02-06 05:14:40
Basketball Euroleague,2025-02-06 13:00:00,Žalgiris,Pallacanestro Olimpia Milano,1.592,2.49,LowVig.ag,2025-02-06 05:14:40
Basketball Euroleague,2025-02-06 13:00:00,Žalgiris,Pallacanestro Olimpia Milano,1.592,2.49,BetOnline.ag,2025-02-06 05:14:40
Basketball Euroleague,2025-02-06 13:00:00,Žalgiris,Pallacanestro Olimpia Milano,1.568,2.36,BetUS,2025-02-06 05:14:40
Basketball Euroleague,2025-02-06 14:15:00,Panathinaikos,Anadolu Efes,1.351,3.3,DraftKings,2025-02-06 05:14:40
Basketball Euroleague,2025-02-06 14:15:00,Panathinaikos,Anadolu Efes,1.351,3.25,Bovada,2025-02-06 05:14:40
Basketball Euroleague,2025-02-06 14:15:00,Panathinaikos,Anadolu Efes,1.353,2.93,BetUS,2025-02-06 05:14:40
Basketball Euroleague,2025-02-06 14:30:00,FC Bayern München,ASVEL Lyon Villeurbanne,1.377,3.15,DraftKings,2025-02-06 05:14:40
Basketball Euroleague,2025-02-06 14:30:00,FC Bayern München,ASVEL Lyon Villeurbanne,1.385,3.1,Bovada,2025-02-06 05:14:40
Basketball Euroleague,2025-02-06 14:30:00,FC Bayern München,ASVEL Lyon Villeurbanne,1.389,2.82,BetUS,2025-02-06 05:14:40
Basketball Euroleague,2025-02-06 14:30:00,FC Bayern München,ASVEL Lyon Villeurbanne,1.388,3.13,LowVig.ag,2025-02-06 05:14:40
Basketball Euroleague,2025-02-06 14:30:00,FC Bayern München,ASVEL Lyon Villeurbanne,1.388,3.13,BetOnline.ag,2025-02-06 05:14:40
NBA,2025-02-06 19:30:00,Boston Celtics,Dallas Mavericks,1.179,5.2,FanDuel,2025-02-06 05:14:40
NBA,2025-02-06 19:30:00,Boston Celtics,Dallas Mavericks,1.206,4.7,DraftKings,2025-02-06 05:14:40
NBA,2025-02-06 19:30:00,Boston Celtics,Dallas Mavericks,1.182,5.0,Caesars,2025-02-06 05:14:40
NBA,2025-02-06 19:30:00,Boston Celtics,Dallas Mavericks,1.196,5.05,LowVig.ag,2025-02-06 05:14:40
NBA,2025-02-06 19:30:00,Boston Celtics,Dallas Mavericks,1.196,5.05,BetOnline.ag,2025-02-06 05:14:40
NBA,2025-02-06 19:30:00,Boston Celtics,Dallas Mavericks,1.2,4.75,BetMGM,2025-02-06 05:14:40
NBA,2025-02-06 19:30:00,Boston Celtics,Dallas Mavericks,1.189,4.9,BetRivers,2025-02-06 05:14:40
NBA,2025-02-06 19:30:00,Boston Celtics,Dallas Mavericks,1.182,4.9,Bovada,2025-02-06 05:14:40
NBA,2025-02-06 20:10:00,Minnesota Timberwolves,Houston Rockets,1.87,1.952,BetOnline.ag,2025-02-06 05:14:40
NBA,2025-02-06 20:10:00,Minnesota Timberwolves,Houston Rockets,1.87,1.952,LowVig.ag,2025-02-06 05:14:40
NBA,2025-02-06 20:10:00,Minnesota Timberwolves,Houston Rockets,1.87,1.952,DraftKings,2025-02-06 05:14:40
NBA,2025-02-06 20:10:00,Minnesota Timberwolves,Houston Rockets,1.87,1.952,Caesars,2025-02-06 05:14:40
NBA,2025-02-06 20:10:00,Minnesota Timberwolves,Houston Rockets,1.87,1.952,BetMGM,2025-02-06 05:14:40
NBA,2025-02-06 20:10:00,Minnesota Timberwolves,Houston Rockets,1.98,1.862,FanDuel,2025-02-06 05:14:40
NBA,2025-02-06 20:10:00,Minnesota Timberwolves,Houston Rockets,1.87,1.952,BetUS,2025-02-06 05:14:40
NBA,2025-02-06 20:10:00,Minnesota Timberwolves,Houston Rockets,1.87,1.962,BetRivers,2025-02-06 05:14:40
NBA,2025-02-06 20:10:00,Minnesota Timberwolves,Houston Rockets,1.87,1.952,Bovada,2025-02-06 05:14:40
NBA,2025-02-06 21:10:00,Denver Nuggets,Orlando Magic,1.227,4.4,DraftKings,2025-02-06 05:14:40
NBA,2025-02-06 21:10:00,Denver Nuggets,Orlando Magic,1.227,4.35,Caesars,2025-02-06 05:14:40
NBA,2025-02-06 21:10:00,Denver Nuggets,Orlando Magic,1.222,4.4,BetMGM,2025-02-06 05:14:40
NBA,2025-02-06 21:10:00,Denver Nuggets,Orlando Magic,1.238,4.3,FanDuel,2025-02-06 05:14:40
NBA,2025-02-06 21:10:00,Denver Nuggets,Orlando Magic,1.26,4.0,BetRivers,2025-02-06 05:14:40
NBA,2025-02-06 22:00:00,Los Angeles Lakers,Golden State Warriors,1.364,3.25,FanDuel,2025-02-06 05:14:40
NBA,2025-02-06 22:00:00,Los Angeles Lakers,Golden State Warriors,1.388,3.1,DraftKings,2025-02-06 05:14:40
NBA,2025-02-06 22:00:00,Los Angeles Lakers,Golden State Warriors,1.36,3.22,Caesars,2025-02-06 05:14:40
NBA,2025-02-06 22:00:00,Los Angeles Lakers,Golden State Warriors,1.364,3.2,BetRivers,2025-02-06 05:14:40
NBA,2025-02-06 22:00:00,Los Angeles Lakers,Golden State Warriors,1.377,3.25,BetOnline.ag,2025-02-06 05:14:40
NBA,2025-02-06 22:00:00,Los Angeles Lakers,Golden State Warriors,1.377,3.25,LowVig.ag,2025-02-06 05:14:40
NBA,2025-02-06 22:00:00,Los Angeles Lakers,Golden State Warriors,1.385,3.15,Bovada,2025-02-06 05:14:40
NBA,2025-02-06 22:10:00,Portland Trail Blazers,Sacramento Kings,1.952,1.87,BetOnline.ag,2025-02-06 05:14:40
NBA,2025-02-06 22:10:00,Portland Trail Blazers,Sacramento Kings,1.952,1.87,LowVig.ag,2025-02-06 05:14:40
NBA,2025-02-06 22:10:00,Portland Trail Blazers,Sacramento Kings,2.0,1.833,DraftKings,2025-02-06 05:14:40
NBA,2025-02-06 22:10:00,Portland Trail Blazers,Sacramento Kings,1.909,1.909,Caesars,2025-02-06 05:14:40
NBA,2025-02-06 22:10:00,Portland Trail Blazers,Sacramento Kings,2.0,1.833,BetMGM,2025-02-06 05:14:40
NBA,2025-02-06 22:10:00,Portland Trail Blazers,Sacramento Kings,2.06,1.806,FanDuel,2025-02-06 05:14:40
NBA,2025-02-06 22:10:00,Portland Trail Blazers,Sacramento Kings,1.952,1.87,BetUS,2025-02-06 05:14:40
NBA,2025-02-06 22:10:00,Portland Trail Blazers,Sacramento Kings,1.971,1.855,BetRivers,2025-02-06 05:14:40
NBA,2025-02-06 22:40:00,Los Angeles Clippers,Indiana Pacers,1.513,2.7,BetOnline.ag,2025-02-06 05:14:40
NBA,2025-02-06 22:40:00,Los Angeles Clippers,Indiana Pacers,1.513,2.7,LowVig.ag,2025-02-06 05:14:40
NBA,2025-02-06 22:40:00,Los Angeles Clippers,Indiana Pacers,1.541,2.54,DraftKings,2025-02-06 05:14:40
NBA,2025-02-06 22:40:00,Los Angeles Clippers,Indiana Pacers,1.526,2.58,Caesars,2025-02-06 05:14:40
