Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
Basketball Euroleague,2025-01-22,KK Partizan NIS,Paris Basketball,92,86,Completed,6ab775d73cdf8786ef825363d2a65abb
NBA,2025-01-22,Atlanta Hawks,Detroit Pistons,,,Unknown,33f7be6747a15f9e36d7341863907c5d
NBA,2025-01-22,Brooklyn Nets,Phoenix Suns,,,Unknown,08506118721a1523d1e2b26c11676ec8
NBA,2025-01-22,Dallas Mavericks,Minnesota Timberwolves,,,Unknown,d2036bb7eb58c7f9937efcb77d7f7ee0
NBA,2025-01-22,Memphis Grizzlies,Charlotte Hornets,,,Unknown,d34a1f613c8fe3424990ff71939ac227
NBA,2025-01-22,Houston Rockets,Cleveland Cavaliers,,,Unknown,d6ff21cfce2a414242fea9331804aa85
NBA,2025-01-22,Oklahoma City Thunder,Utah Jazz,,,Unknown,747ca0e15fb940c8a282bd30256a1461
NBA,2025-01-22,Sacramento Kings,Golden State Warriors,,,Unknown,baf880617d80ad47bab4a447513aa1d2
NBA,2025-01-22,Los Angeles Clippers,Boston Celtics,,,Unknown,5960906d79cf1ed09329d2cd861c6dce
NCAAB,2025-01-22,Holy Cross Crusaders,Army Knights,,,Unknown,72d7ecad19f4bd91b3a6c14b3b46eec8
NCAAB,2025-01-22,Houston Cougars,Utah Utes,,,Unknown,34c10170f52ad89ff0956f71a47948a0
NCAAB,2025-01-22,VMI Keydets,Furman Paladins,,,Unknown,7c2abf0e68357cde152253281b1a5749
NCAAB,2025-01-22,Youngstown St Penguins,Robert Morris Colonials,,,Unknown,50a4d0a66f0d4152f16c907168b911f7
NCAAB,2025-01-22,American Eagles,Lehigh Mountain Hawks,,,Unknown,4d6716e72bff7fa0364bed1984d159d8
NCAAB,2025-01-22,Charlotte 49ers,South Florida Bulls,,,Unknown,a36b2d5fa5f2ee86c3b874b7abc7cc16
NCAAB,2025-01-22,Clemson Tigers,Syracuse Orange,,,Unknown,b1487372d22ecac3886b2bb91ab42a8d
NCAAB,2025-01-22,Cleveland St Vikings,Detroit Mercy Titans,,,Unknown,fb5004be048d934c0a4d541729a27cf3
