Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
Basketball Euroleague,20250430,FC Barcelona Bàsquet,AS Monaco,100,89,Completed,7c6a6f9e93ff4d0238b6b3971f9ffa44
Basketball Euroleague,20250430,Anadolu Efes,Panathinaikos,77,81,Completed,47b128384486c1879d4c47eb241b144b
Basketball Euroleague,20250430,Anadolu Efes,Panathinaikos,,,Unknown,5828e8e0e6da361b3dc3190eee88af8e
Basketball Euroleague,20250430,FC Barcelona Bàsquet,AS Monaco,,,Unknown,0dba74068ab746e1420bb28910c433c0
NBA,20250430,Houston Rockets,Golden State Warriors,131,116,Completed,2e21146d8cd6ca6c712c950397066e76
NBA,20250430,Los Angeles Lakers,Minnesota Timberwolves,,,Unknown,9f7417ad5e20b22efc8e94fa32cc144f
NHL,20250430,Washington Capitals,Montréal Canadiens,4,1,Completed,e6d47dbda2486624318931ddafdeb7f6
NHL,20250430,Tampa Bay Lightning,Florida Panthers,3,6,Completed,d1ed71b9fcd649808c54195b62adc067
NHL,20250430,Winnipeg Jets,St Louis Blues,,,Unknown,f2298df256216ae9cea14f72e2776b29
Primera División - Argentina,20250430,Atlético Tucuman,Independiente,2,0,Completed,275ee330d399284e115a7d996524bf16
League 1,20250430,Blackpool,Birmingham City,0,2,Completed,f0a627ad75dddea0da84b0d3c152a909
League 1,20250430,Mansfield Town,Peterborough United,4,2,Completed,07709050de72f0006f7e6622e50da243
UEFA Champions League,20250430,Barcelona,Internazionale Milano,3,3,Completed,fdfe02bccad6f804d66852927a21a96f
