Sport,Match Date,Home Team,Away Team,Home Score,Away Score,Status,Game ID
Basketball Euroleague,20250318,Paris Basketball,Pallacanestro Olimpia Milano,92,79,Completed,37b0c1baa21911b019c654ab75176188
NBA,20250318,Charlotte Hornets,Atlanta Hawks,102,134,Completed,ae797ae9bc451fd38c0602287bec9301
NBA,20250318,Boston Celtics,Brooklyn Nets,104,96,Completed,91e3d5572c0116617237ead983d7adda
NBA,20250318,Golden State Warriors,Milwaukee Bucks,,,Unknown,73220145ed93f536b3f202e535a51036
NBA,20250318,Los Angeles Clippers,Cleveland Cavaliers,,,Unknown,155c5d209a9e7c0ca5bdaa1b60bd6dcc
NCAAB,20250318,St. Bonaventure Bonnies,Kent State Golden Flashes,56,75,Completed,0eefbb747a3a73dc9888a7f4f70309fd
NCAAB,20250318,Georgia Tech Yellow Jackets,Jacksonville St Gamecocks,64,81,Completed,10c1819f6757486a2b2b3cffcada24ef
NCAAB,20250318,Middle Tennessee Blue Raiders,Chattanooga Mocs,103,109,Completed,e84e74112187155ab9de58bed6297f84
NCAAB,20250318,Arkansas St Red Wolves,Saint Louis Billikens,103,78,Completed,9fe28f3dca2b97add07f9ba12c2697cf
NCAAB,20250318,Oklahoma St Cowboys,Wichita St Shockers,89,79,Completed,a513978904d7da53e9e2475392dc3d13
NCAAB,20250318,San Diego St Aztecs,North Carolina Tar Heels,68,95,Completed,660316d73fe1ecf4b2ea3e4c03c33741
NCAAB,20250318,Santa Clara Broncos,UC Riverside Highlanders,,,Unknown,8c54f55b3b921d62305cf6f8544dfa4b
NCAAB,20250318,Stanford Cardinal,CSU Northridge Matadors,,,Unknown,e178427c3454092c21b142399fe057ce
NHL,20250318,Washington Capitals,Detroit Red Wings,4,1,Completed,b12f9c1afcbb349d42433ca3aba62fb0
NHL,20250318,Montréal Canadiens,Ottawa Senators,6,3,Completed,9371e4e418a488f96240b25c06125d56
NHL,20250318,Pittsburgh Penguins,New York Islanders,2,4,Completed,e53665a513e63063379f0afdea5d38f8
NHL,20250318,New York Rangers,Calgary Flames,1,2,Completed,002ecdd84ae44274f7d1b33704c2a2f1
NHL,20250318,Dallas Stars,Anaheim Ducks,4,3,Completed,5ea36b5817dde6714872dac9bbd0c06b
NHL,20250318,Nashville Predators,St Louis Blues,1,4,Completed,4cf6d88e4d0b97a30239a457095a8742
NHL,20250318,Chicago Blackhawks,Seattle Kraken,2,6,Completed,df95f0c1a6a41f3a1762993fc45aac5b
NHL,20250318,Edmonton Oilers,Utah Hockey Club,7,1,Completed,bdbc4f47f08c5be9c1754ca9b5431ac0
NHL,20250318,Vancouver Canucks,Winnipeg Jets,,,Unknown,0e110c814f11f6619d78af13413acc4f
League 1,20250318,Rotherham United,Wycombe Wanderers,2,3,Completed,197db35a2641cb462f6210c6373e9740
